album_name,artist_name,copyright,genre,price,released,song_name,time
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
what dreams are made of,r city,2015 kemosabe records,popmusichiphop rap rap rock,album only,,track 14,
goodness gracious the chainsmokers extended remix single,ellie goulding,2014 polydor ltd uk,pop music,129,22apr14,goodness gracious the chainsmokers extended remix,419.0
beating heart ep,ellie goulding,2014 polydor ltd uk,pop music rock,129,26may14,beating heart dexcell remix,518.0
now that s what i call music vol 43,eva simons,compilation 2012 now joint venture all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol catalog 1750 north vine street hollywood ca 90028,pop music,album only,7aug12,i do nt like you bonus track,411.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
runtastic music running vol 2,seinabo sey,2014 universal music strategic marketing a division of universal music gmbh,fitness workout music,album only,12sep14,younger kygo remix,552.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
i know you care save the children song4syria single,ellie goulding,2013 polydor ltd uk,pop music,129,23sep13,i know you care,326.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
the hunger games catching fire original motion picture soundtrack deluxe edition,antony the johnsons,2013 universal republic records a division of umg recordings inc,soundtrack music classical original score soundtrack,129,19nov13,angel on fire,347.0
fifty shades of grey original motion picture soundtrack remixed,danny elfman,2015 universal studios under exclusive license to republic records a division of umg recordings inc,soundtrack music,129,4may15,ana and christian heavy mellow remix,330.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
starry eyed remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop rock,129,15feb11,starry eyed an21 and max vangeli remix,814.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
burn remixes,ellie goulding,2013 polydor ltd uk,pop music rock,129,17sep13,burn magic man remix,410.0
addicted to bass winter 2013 ministry of sound,friend within,2013 ministry of sound recordings ltd,dance music,album only,30sep13,the renegade addicted to bass winter 2013 edit,218.0
the hunger games catching fire original motion picture soundtrack,santigold,2013 universal republic records a division of umg recordings inc,soundtrack music original score classical soundtrack,129,19nov13,shooting arrows at the sky,336.0
about time original motion picture soundtrack,ellie goulding,2013 decca a division of universal music operations limited,soundtrack music,album only,29oct13,how long will i love you,234.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
itunes festival london 2013 ep,ellie goulding,2013 polydor ltd uk,pop music,129,22oct13,starry eyed live,343.0
the annual 2014 ministry of sound,dillon francis,2013 ministry of sound recordings ltd,dance music,album only,11nov13,without you the annual 2014 us edit feat totally enormous extinct dinosaurs,359.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
itunes session ep,ellie goulding,2013 polydor ltd uk,pop music,129,10dec13,lights itunes session,345.0
pump it up beach workout,monkey safari,2014 ministry of sound recordings ltd,fitness workout music,129,18may14,coming down hilife piu beach edit extended mix,345.0
running trax summer 2014 ministry of sound,fred v grafix,2014 ministry of sound recordings ltd,fitness workout music,129,22jun14,forest fires rt summer 2014 edit,325.0
spring breakers music from the motion picture,ellie goulding,2013 big beat records inc for the united states and wea international inc for the world outside of the united states,soundtrack music soundtrack pop,album only,12mar13,lights,329.0
divergent spectrum,bassnectar,2011 amorphous music,electronic music rock dance house,129,2aug11,disintegration pt iv,220.0
lights pt 2 the remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop,129,19jul11,lights rac mix,544.0
lights pt 2 the remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop,129,19jul11,lights rac mix,544.0
lights pt 2 the remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop,129,19jul11,lights rac mix,544.0
lights pt 2 the remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop,129,19jul11,lights rac mix,544.0
lights pt 2 the remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop,129,19jul11,lights rac mix,544.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
the chillout session ministry of sound,wretch 32,2012 ministry of sound recordings limited,pop music,129,2sep12,don t go feat josh kumra,357.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
itunes festival london 2012 ep,ellie goulding,2012 polydor ltd uk,pop music,129,19nov12,starry eyed live,336.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
anything could happen remixed,ellie goulding,2013 polydor ltd uk,pop music rock,129,15jan13,anything could happen guy scheiman tlv club remix,745.0
the sound of dubstep classics ministry of sound,coki,2013 ministry of sound recordings ltd,dance music,129,26aug13,spongebob sound of dubstep classics edit,338.0
the twilight saga breaking dawn pt 2 original motion picture soundtrack,carter burwell,2012 this compilation 2012 atlantic recording corporation for the united states and wea international inc for the world outside of the united states,soundtrack music,album only,9nov12,plus que ma propre vie,415.0
run into the light,ellie goulding,2010 polydor ltd uk,fitness workout music dance rock pop,129,30aug10,under the sheets jakwob remix,535.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
itunes festival london 2010 ep,ellie goulding,2010 polydor ltd uk,pop music,129,15jul10,starry eyed live,348.0
starry eyed remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop rock,129,15feb11,starry eyed an21 and max vangeli remix,814.0
starry eyed remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop rock,129,15feb11,starry eyed an21 and max vangeli remix,814.0
starry eyed remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop rock,129,15feb11,starry eyed an21 and max vangeli remix,814.0
starry eyed remixes ep,ellie goulding,2011 polydor ltd uk,dance music pop rock,129,15feb11,starry eyed an21 and max vangeli remix,814.0
lights the remixes pt 1 ep,ellie goulding,2011 polydor ltd uk,dance music rock pop,129,23may11,lights shook remix,349.0
lights the remixes pt 1 ep,ellie goulding,2011 polydor ltd uk,dance music rock pop,129,23may11,lights shook remix,349.0
lights the remixes pt 1 ep,ellie goulding,2011 polydor ltd uk,dance music rock pop,129,23may11,lights shook remix,349.0
finding neverland the album songs from the broadway musical,the goo goo dolls,2015 republic records a division of umg recordings inc,soundtrack music,129,9jun15,if the world turned upside down,353.0
beating heart ep,ellie goulding,2014 polydor ltd uk,pop music rock,129,26may14,beating heart dexcell remix,518.0
now that s what i call a workout 4,ti sto,2014 umg recordings inc and sony music entertainment,fitness workout music,album only,19may14,red lights,321.0
the sound of dubstep worldwide 4 ministry of sound,icicle,2013 ministry of sound recordings ltd,dance music,129,10nov13,bnc dubstep worldwide 4 edit,437.0
beating heart ep,ellie goulding,2014 polydor ltd uk,pop music rock,129,26may14,beating heart dexcell remix,518.0
lights the remixes pt 1 ep,ellie goulding,2011 polydor ltd uk,dance music rock pop,129,23may11,lights shook remix,349.0
beating heart ep,ellie goulding,2014 polydor ltd uk,pop music rock,129,26may14,beating heart dexcell remix,518.0
fifty shades of grey original motion picture soundtrack,danny elfman,2015 universal studios and republic records a division of umg recordings inc,soundtrack music,129,10feb15,did that hurt,254.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
one of those nights single,shawn mendes,2015 island records a division of umg recordings inc,pop music rock,129,2feb15,one of those nights,330.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
show you single,shawn mendes,2015 island records a division of umg recordings inc,pop music,129,2feb15,show you,300.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
descendants original tv movie soundtrack,david lawrence,2015 walt disney records,soundtrack music,129,31jul15,descendants score suite,649.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
handwritten,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal dance teen pop,129,14apr15,this is what it takes,350.0
handwritten deluxe,shawn mendes,2015 island records a division of umg recordings inc,pop music rock vocal teen pop dance,129,14apr15,life of the party acoustic,313.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
i wo nt tell a soul single,charlie puth,2015 artist partner group inc,pop music rock,129,21aug15,i wo nt tell a soul,307.0
nothing but trouble instagram models single,lil wayne charlie puth,2015 atlantic recording corporation for the united states and wea international inc for the world outside of the united states a warner music group company,hiphop musichiphop rap,069,30jun15,nothing but trouble instagram models,337.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
nothing but trouble instagram models single,lil wayne charlie puth,2015 atlantic recording corporation for the united states and wea international inc for the world outside of the united states a warner music group company,hiphop musichiphop rap,069,30jun15,nothing but trouble instagram models,337.0
nine track mind,charlie puth,2015 artist partner group inc,pop music rock,129,,some type of love,305.0
good to be a man single,elle king,2012 fat possum records,alternative music rock adult alternative,099,13mar12,no one can save you,214.0
the elle king ep,elle king,2012 rca records a division of sony music entertainment,alternative music,129,11jun12,my neck my back live,240.0
the elle king ep,elle king,2012 rca records a division of sony music entertainment,alternative music,129,11jun12,my neck my back live,240.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
american girl single,elle king,2015 rca records a division of sony music entertainment,alternative music,129,4may15,american girl,348.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
the elle king ep,elle king,2012 rca records a division of sony music entertainment,alternative music,129,11jun12,my neck my back live,240.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
catch us if you can single,elle king,2015 rca records a division of sony music entertainment,alternative music,129,12apr15,catch us if you can,318.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
the elle king ep,elle king,2012 rca records a division of sony music entertainment,alternative music,129,11jun12,my neck my back live,240.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
love stuff,elle king,2014 rca records a division of sony music entertainment,alternative music rock,129,13feb15,see you again,326.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
work of art single,rachel platten,2011,soundtrack music pop,099,3jan12,work of art,301.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
be here,rachel platten,2011 great unknown llc,pop music singersongwriter contemporary singersongwriter rock adult alternative,099,26apr11,remark,257.0
fight song ep,rachel platten,2015 columbia records a division of sony music entertainment,pop music rock adult alternative singersongwriter contemporary singersongwriter,129,11may15,congratulations,346.0
fight song ep,rachel platten,2015 columbia records a division of sony music entertainment,pop music rock adult alternative singersongwriter contemporary singersongwriter,129,11may15,congratulations,346.0
fight song ep,rachel platten,2015 columbia records a division of sony music entertainment,pop music rock adult alternative singersongwriter contemporary singersongwriter,129,11may15,congratulations,346.0
stand by you single,rachel platten,2015 columbia records a division of sony music entertainment,pop music,129,11sep15,stand by you,338.0
fight song ep,rachel platten,2015 columbia records a division of sony music entertainment,pop music rock adult alternative singersongwriter contemporary singersongwriter,129,11may15,congratulations,346.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
now that s what i call country vol 6,easton corbin,2013 umg recordings inc and sony music entertainment,country music,album only,11jun13,lovin you is fun,319.0
spring break checkin out 5 song ep,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,spring breakdown,346.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
kill the lights,luke bryan,2015 capitol records nashville,country music rock contemporary country,129,7aug15,scarecrows,338.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party,luke bryan,2013 capitol records nashville,country music contemporary country,129,13aug13,dirt road diary,328.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
spring break checkin out 5 song ep,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,spring breakdown,346.0
spring break checkin out 5 song ep,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,spring breakdown,346.0
gas monkey garage let s ride,keith urban,2015 mercury records a division of umg recordings inc,country music,129,7aug15,days go by,348.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
spring break 6 like we ai nt ever ep,luke bryan,2014 capitol records nashville,country music,129,11mar14,the sand i brought to the beach,326.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
crash my party deluxe,luke bryan,2014 capitol records nashville,country music contemporary country,129,12aug14,your mama should ve named you whiskey,342.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
spring break checkin out,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,are you leaving with him,323.0
spring break checkin out 5 song ep,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,spring breakdown,346.0
spring break checkin out 5 song ep,luke bryan,2015 capitol records nashville,country music contemporary country,129,10mar15,spring breakdown,346.0
i ll stay me,luke bryan,2006 2007 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,country music contemporary country pop,129,14aug07,tackle box,402.0
run run rudolph single,luke bryan,2008 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 3322 west end avenue 11th floor nashville tn 37203,holiday music,129,9dec08,run run rudolph,254.0
spring break here to party,luke bryan,2013 capitol records nashville all rights reserved unauthorized reproduction is a violation of applicable laws manufactured by capitol records nashville 401 commerce street suite 1100 nashville tn 37219,country music contemporary country,129,1mar13,take my drunk ass home demo,322.0
