id,iso_code_2t,iso_code_2b,iso_code_1,name,frequency,iso_code_3
4164,,,,Cross River Mbembe,0,mfn
4165,,,,Mbe,0,mfo
4166,,,,Makassar Malay,0,mfp
4167,,,,Moba,0,mfq
4168,,,,Marithiel,0,mfr
4169,,,,Mexican Sign Language,0,mfs
4170,,,,Mokerang,0,mft
4171,,,,Mbwela,0,mfu
4172,,,,Mandjak,0,mfv
4173,,,,Mulaha,0,mfw
4174,,,,Melo,0,mfx
4175,,,,Mayo,0,mfy
4176,,,,Mabaan,0,mfz
270,mga,mga,,"Irish, Middle (900-1200)",0,mga
4177,,,,Mararit,0,mgb
4178,,,,Morokodo,0,mgc
4179,,,,Moru,0,mgd
4180,,,,Mango,0,mge
4181,,,,Maklew,0,mgf
4182,,,,Mpumpong,0,mgg
4183,,,,Makhuwa-Meetto,0,mgh
4184,,,,Lijili,0,mgi
4185,,,,Abureni,0,mgj
4186,,,,Mawes,0,mgk
4187,,,,Maleu-Kilenge,0,mgl
4188,,,,Mambae,0,mgm
4189,,,,Mbangi,0,mgn
4190,,,,Meta',0,mgo
4191,,,,Eastern Magar,0,mgp
4192,,,,Malila,0,mgq
4193,,,,Mambwe-Lungu,0,mgr
4194,,,,Manda (Tanzania),0,mgs
4195,,,,Mongol,0,mgt
4196,,,,Mailu,0,mgu
4197,,,,Matengo,0,mgv
4198,,,,Matumbi,0,mgw
4199,,,,Mbunga,0,mgy
4200,,,,Mbugwe,0,mgz
4201,,,,Manda (India),0,mha
4202,,,,Mahongwe,0,mhb
4203,,,,Mocho,0,mhc
4204,,,,Mbugu,0,mhd
4205,,,,Besisi,0,mhe
4206,,,,Mamaa,0,mhf
4207,,,,Margu,0,mhg
4208,,,,Maskoy Pidgin,0,mhh
4209,,,,Ma'di,0,mhi
4210,,,,Mogholi,0,mhj
4211,,,,Mungaka,0,mhk
4212,,,,Mauwake,0,mhl
4213,,,,Makhuwa-Moniga,0,mhm
4214,,,,Mócheno,0,mhn
4215,,,,Mashi (Zambia),0,mho
4216,,,,Balinese Malay,0,mhp
4217,,,,Mandan,0,mhq
4218,,,,Eastern Mari,0,mhr
4219,,,,Buru (Indonesia),0,mhs
4220,,,,Mandahuaca,0,mht
4221,,,,Digaro-Mishmi,0,mhu
4222,,,,Mbukushu,0,mhw
4223,,,,Maru,0,mhx
4224,,,,Ma'anyan,0,mhy
4225,,,,Mor (Mor Islands),0,mhz
4226,,,,Miami,0,mia
4227,,,,Atatláhuca Mixtec,0,mib
271,mic,mic,,Mi'kmaq,1,mic
4228,,,,Mandaic,0,mid
4229,,,,Ocotepec Mixtec,0,mie
4230,,,,Mofu-Gudur,0,mif
4231,,,,San Miguel El Grande Mixtec,0,mig
4232,,,,Chayuco Mixtec,0,mih
4233,,,,Chigmecatitlán Mixtec,0,mii
4234,,,,Abar,0,mij
4235,,,,Mikasuki,0,mik
4236,,,,Peñoles Mixtec,0,mil
4237,,,,Alacatlatzala Mixtec,0,mim
272,min,min,,Minangkabau,1,min
4238,,,,Pinotepa Nacional Mixtec,0,mio
4239,,,,Apasco-Apoala Mixtec,0,mip
4240,,,,Mískito,0,miq
4241,,,,Isthmus Mixe,0,mir
273,mis,mis,,Uncoded languages,0,mis
4242,,,,Southern Puebla Mixtec,0,mit
4243,,,,Cacaloxtepec Mixtec,0,miu
4244,,,,Akoye,0,miw
4245,,,,Mixtepec Mixtec,0,mix
4246,,,,Ayutla Mixtec,0,miy
4247,,,,Coatzospan Mixtec,0,miz
4248,,,,San Juan Colorado Mixtec,0,mjc
4249,,,,Northwest Maidu,0,mjd
4250,,,,Muskum,0,mje
4251,,,,Tu,0,mjg
4252,,,,Mwera (Nyasa),0,mjh
4253,,,,Kim Mun,0,mji
4254,,,,Mawak,0,mjj
4255,,,,Matukar,0,mjk
4256,,,,Mandeali,0,mjl
4257,,,,Medebur,0,mjm
4258,,,,Ma (Papua New Guinea),0,mjn
4259,,,,Malankuravan,0,mjo
4260,,,,Malapandaram,0,mjp
4261,,,,Malaryan,0,mjq
4262,,,,Malavedan,0,mjr
4263,,,,Miship,0,mjs
4264,,,,Sauria Paharia,0,mjt
4265,,,,Manna-Dora,0,mju
4266,,,,Mannan,0,mjv
4267,,,,Karbi,0,mjw
4268,,,,Mahali,0,mjx
4269,,,,Mahican,0,mjy
4270,,,,Majhi,0,mjz
4271,,,,Mbre,0,mka
4272,,,,Mal Paharia,0,mkb
4273,,,,Siliput,0,mkc
254,mkd,mac,mk,Macedonian,1,mkd
4274,,,,Mawchi,0,mke
4275,,,,Miya,0,mkf
4276,,,,Mak (China),0,mkg
4277,,,,Dhatki,0,mki
4278,,,,Mokilese,0,mkj
4279,,,,Byep,0,mkk
4280,,,,Mokole,0,mkl
4281,,,,Moklen,0,mkm
4282,,,,Kupang Malay,0,mkn
4283,,,,Mingang Doso,0,mko
4284,,,,Moikodi,0,mkp
4285,,,,Bay Miwok,0,mkq
4286,,,,Malas,0,mkr
4287,,,,Silacayoapan Mixtec,0,mks
4288,,,,Vamale,0,mkt
4289,,,,Konyanka Maninka,0,mku
4290,,,,Mafea,0,mkv
4291,,,,Kituba (Congo),0,mkw
4292,,,,Kinamiging Manobo,0,mkx
4293,,,,East Makian,0,mky
4294,,,,Makasae,0,mkz
4295,,,,Malo,0,mla
4296,,,,Mbule,0,mlb
4297,,,,Cao Lan,0,mlc
4298,,,,Malakhel,0,mld
4299,,,,Manambu,0,mle
4300,,,,Mal,0,mlf
275,mlg,mlg,mg,Malagasy,1,mlg
4301,,,,Mape,0,mlh
4302,,,,Malimpung,0,mli
4303,,,,Miltu,0,mlj
4304,,,,Ilwana,0,mlk
4305,,,,Malua Bay,0,mll
4306,,,,Mulam,0,mlm
4307,,,,Malango,0,mln
4308,,,,Mlomp,0,mlo
4309,,,,Bargam,0,mlp
4310,,,,Western Maninkakan,0,mlq
4311,,,,Vame,0,mlr
4312,,,,Masalit,0,mls
276,mlt,mlt,mt,Maltese,1,mlt
4313,,,,To'abaita,0,mlu
4314,,,,Motlav,0,mlv
4315,,,,Moloko,0,mlw
4316,,,,Malfaxal,0,mlx
4317,,,,Malaynon,0,mlz
4318,,,,Mama,0,mma
4319,,,,Momina,0,mmb
4320,,,,Michoacán Mazahua,0,mmc
4321,,,,Maonan,0,mmd
4322,,,,Mae,0,mme
4323,,,,Mundat,0,mmf
4324,,,,North Ambrym,0,mmg
4325,,,,Mehináku,0,mmh
4326,,,,Musar,0,mmi
4327,,,,Majhwar,0,mmj
4328,,,,Mukha-Dora,0,mmk
4329,,,,Man Met,0,mml
4330,,,,Maii,0,mmm
4331,,,,Mamanwa,0,mmn
4332,,,,Mangga Buang,0,mmo
4333,,,,Siawi,0,mmp
4334,,,,Musak,0,mmq
4335,,,,Western Xiangxi Miao,0,mmr
4336,,,,Malalamai,0,mmt
4337,,,,Mmaala,0,mmu
4338,,,,Miriti,0,mmv
4339,,,,Emae,0,mmw
4340,,,,Madak,0,mmx
4341,,,,Migaama,0,mmy
4342,,,,Mabaale,0,mmz
4343,,,,Mbula,0,mna
4344,,,,Muna,0,mnb
277,mnc,mnc,,Manchu,1,mnc
4345,,,,Mondé,0,mnd
4346,,,,Naba,0,mne
4347,,,,Mundani,0,mnf
4348,,,,Eastern Mnong,0,mng
4349,,,,Mono (Democratic Republic of Congo),0,mnh
278,mni,mni,,Manipuri,1,mni
4350,,,,Munji,0,mnj
4351,,,,Mandinka,0,mnk
4352,,,,Tiale,0,mnl
4353,,,,Mapena,0,mnm
4354,,,,Southern Mnong,0,mnn
4355,,,,Min Bei Chinese,0,mnp
4356,,,,Minriq,0,mnq
4357,,,,Mono (USA),0,mnr
4359,,,,Maykulan,0,mnt
4360,,,,Mer,0,mnu
4361,,,,Rennell-Bellona,0,mnv
4362,,,,Mon,0,mnw
4363,,,,Manikion,0,mnx
4364,,,,Manyawa,0,mny
4365,,,,Moni,0,mnz
4366,,,,Mwan,0,moa
4367,,,,Mocoví,0,moc
4368,,,,Mobilian,0,mod
4358,,,,Mansi,1,mns
4370,,,,Mongondow,0,mog
280,moh,moh,,Mohawk,1,moh
4371,,,,Mboi,0,moi
4372,,,,Monzombo,0,moj
4373,,,,Morori,0,mok
4374,,,,Mangue,0,mom
282,mon,mon,mn,Mongolian,1,mon
4375,,,,Monom,0,moo
4376,,,,Mopán Maya,0,mop
4377,,,,Mor (Bomberai Peninsula),0,moq
4378,,,,Moro,0,mor
283,mos,mos,,Mossi,1,mos
4379,,,,Barí,0,mot
4380,,,,Mogum,0,mou
4381,,,,Mohave,0,mov
4382,,,,Moi (Congo),0,mow
4383,,,,Molima,0,mox
4384,,,,Shekkacho,0,moy
4385,,,,Mukulu,0,moz
4386,,,,Mpoto,0,mpa
4387,,,,Mullukmulluk,0,mpb
4388,,,,Mangarayi,0,mpc
4389,,,,Machinere,0,mpd
4390,,,,Majang,0,mpe
4391,,,,Marba,0,mpg
4392,,,,Maung,0,mph
4393,,,,Mpade,0,mpi
4394,,,,Martu Wangka,0,mpj
4395,,,,Mbara (Chad),0,mpk
4396,,,,Middle Watut,0,mpl
4397,,,,Yosondúa Mixtec,0,mpm
4398,,,,Mindiri,0,mpn
4399,,,,Miu,0,mpo
4400,,,,Migabac,0,mpp
4401,,,,Matís,0,mpq
4402,,,,Vangunu,0,mpr
4403,,,,Dadibi,0,mps
4404,,,,Mian,0,mpt
4405,,,,Makuráp,0,mpu
4406,,,,Mungkip,0,mpv
4407,,,,Mapidian,0,mpw
4408,,,,Misima-Panaeati,0,mpx
4409,,,,Mapia,0,mpy
4410,,,,Mpi,0,mpz
4411,,,,Maba (Indonesia),0,mqa
4412,,,,Mbuko,0,mqb
4413,,,,Mangole,0,mqc
4414,,,,Matepi,0,mqe
4415,,,,Momuna,0,mqf
4416,,,,Kota Bangun Kutai Malay,0,mqg
4417,,,,Tlazoyaltepec Mixtec,0,mqh
4418,,,,Mariri,0,mqi
4419,,,,Mamasa,0,mqj
4420,,,,Rajah Kabunsuwan Manobo,0,mqk
4421,,,,Mbelime,0,mql
4422,,,,South Marquesan,0,mqm
4423,,,,Moronene,0,mqn
4424,,,,Modole,0,mqo
4425,,,,Manipa,0,mqp
4426,,,,Minokok,0,mqq
4427,,,,Mander,0,mqr
4428,,,,West Makian,0,mqs
4429,,,,Mok,0,mqt
4430,,,,Mandari,0,mqu
4431,,,,Mosimo,0,mqv
4432,,,,Murupi,0,mqw
4433,,,,Mamuju,0,mqx
4434,,,,Manggarai,0,mqy
4435,,,,Pano,0,mqz
4436,,,,Mlabri,0,mra
4437,,,,Marino,0,mrb
4438,,,,Maricopa,0,mrc
4439,,,,Western Magar,0,mrd
4440,,,,Martha's Vineyard Sign Language,0,mre
4441,,,,Elseng,0,mrf
4442,,,,Mising,0,mrg
4443,,,,Mara Chin,0,mrh
262,mri,mao,mi,Maori,1,mri
4444,,,,Western Mari,0,mrj
4445,,,,Hmwaveke,0,mrk
4446,,,,Mortlockese,0,mrl
4447,,,,Merlav,0,mrm
4448,,,,Cheke Holo,0,mrn
4449,,,,Mru,0,mro
4450,,,,Morouas,0,mrp
4451,,,,North Marquesan,0,mrq
4452,,,,Maria (India),0,mrr
4453,,,,Maragus,0,mrs
4454,,,,Marghi Central,0,mrt
4455,,,,Mono (Cameroon),0,mru
4456,,,,Mangareva,0,mrv
4457,,,,Maranao,0,mrw
4458,,,,Maremgi,0,mrx
4459,,,,Mandaya,0,mry
4460,,,,Marind,0,mrz
266,msa,may,ms,Malay,1,msa
4461,,,,Masbatenyo,0,msb
4462,,,,Sankaran Maninka,0,msc
4463,,,,Yucatec Maya Sign Language,0,msd
4464,,,,Musey,0,mse
4465,,,,Mekwei,0,msf
4466,,,,Moraid,0,msg
4467,,,,Masikoro Malagasy,0,msh
4468,,,,Sabah Malay,0,msi
4469,,,,Ma (Democratic Republic of Congo),0,msj
4470,,,,Mansaka,0,msk
4471,,,,Molof,0,msl
4472,,,,Agusan Manobo,0,msm
4473,,,,Vurës,0,msn
4474,,,,Mombum,0,mso
4475,,,,Maritsauá,0,msp
4476,,,,Caac,0,msq
4477,,,,Mongolian Sign Language,0,msr
4478,,,,West Masela,0,mss
4479,,,,Musom,0,msu
4480,,,,Maslam,0,msv
4481,,,,Mansoanka,0,msw
4482,,,,Moresada,0,msx
4483,,,,Aruamu,0,msy
4484,,,,Momare,0,msz
4485,,,,Cotabato Manobo,0,mta
4486,,,,Anyin Morofo,0,mtb
4487,,,,Munit,0,mtc
4488,,,,Mualang,0,mtd
4489,,,,Mono (Solomon Islands),0,mte
4490,,,,Murik (Papua New Guinea),0,mtf
4491,,,,Una,0,mtg
4492,,,,Munggui,0,mth
4493,,,,Maiwa (Papua New Guinea),0,mti
4494,,,,Moskona,0,mtj
4495,,,,Mbe',0,mtk
4496,,,,Montol,0,mtl
4497,,,,Mator,0,mtm
4498,,,,Matagalpa,0,mtn
4499,,,,Totontepec Mixe,0,mto
4500,,,,Wichí Lhamtés Nocten,0,mtp
4501,,,,Muong,0,mtq
4502,,,,Mewari,0,mtr
4503,,,,Yora,0,mts
4504,,,,Mota,0,mtt
4505,,,,Tututepec Mixtec,0,mtu
4506,,,,Asaro'o,0,mtv
4507,,,,Southern Binukidnon,0,mtw
4508,,,,Tidaá Mixtec,0,mtx
4509,,,,Nabi,0,mty
4510,,,,Mundang,0,mua
4511,,,,Mubi,0,mub
4512,,,,Mbu',0,muc
4513,,,,Mednyj Aleut,0,mud
4514,,,,Media Lengua,0,mue
4515,,,,Musgu,0,mug
4516,,,,Mündü,0,muh
4517,,,,Musi,0,mui
4518,,,,Mabire,0,muj
4519,,,,Mugom,0,muk
4520,,,,Maiwala,0,mum
4521,,,,Nyong,0,muo
4522,,,,Malvi,0,mup
4523,,,,Eastern Xiangxi Miao,0,muq
4524,,,,Murle,0,mur
286,mus,mus,,Creek,1,mus
4525,,,,Western Muria,0,mut
4526,,,,Yaaku,0,muu
4527,,,,Muthuvan,0,muv
4528,,,,Bo-Ung,0,mux
4529,,,,Muyang,0,muy
4530,,,,Mursi,0,muz
4531,,,,Manam,0,mva
4532,,,,Mattole,0,mvb
4533,,,,Mamboru,0,mvd
4534,,,,Marwari (Pakistan),0,mve
4535,,,,Peripheral Mongolian,0,mvf
4536,,,,Yucuañe Mixtec,0,mvg
4537,,,,Mulgi,0,mvh
4538,,,,Miyako,0,mvi
4539,,,,Mekmek,0,mvk
4540,,,,Mbara (Australia),0,mvl
4541,,,,Muya,0,mvm
4542,,,,Minaveha,0,mvn
4543,,,,Marovo,0,mvo
4544,,,,Duri,0,mvp
4545,,,,Moere,0,mvq
4546,,,,Marau,0,mvr
4547,,,,Massep,0,mvs
4548,,,,Mpotovoro,0,mvt
4549,,,,Marfa,0,mvu
4550,,,,Tagal Murut,0,mvv
4551,,,,Machinga,0,mvw
4552,,,,Meoswar,0,mvx
4553,,,,Indus Kohistani,0,mvy
4554,,,,Mesqan,0,mvz
4555,,,,Mwatebu,0,mwa
4556,,,,Juwal,0,mwb
4557,,,,Are,0,mwc
4558,,,,Mudbura,0,mwd
4559,,,,Mwera (Chimwera),0,mwe
4560,,,,Murrinh-Patha,0,mwf
4561,,,,Aiklep,0,mwg
4562,,,,Mouk-Aria,0,mwh
4563,,,,Labo,0,mwi
4564,,,,Maligo,0,mwj
4565,,,,Kita Maninkakan,0,mwk
287,mwl,mwl,,Mirandese,1,mwl
4566,,,,Sar,0,mwm
4567,,,,Nyamwanga,0,mwn
4568,,,,Central Maewo,0,mwo
4569,,,,Kala Lagaw Ya,0,mwp
4570,,,,Mün Chin,0,mwq
288,mwr,mwr,,Marwari,1,mwr
4571,,,,Mwimbi-Muthambi,0,mws
4572,,,,Moken,0,mwt
4573,,,,Mittu,0,mwu
4574,,,,Mentawai,0,mwv
4575,,,,Hmong Daw,0,mww
4576,,,,Mediak,0,mwx
4577,,,,Mosiro,0,mwy
4578,,,,Moingi,0,mwz
4579,,,,Northwest Oaxaca Mixtec,0,mxa
4580,,,,Tezoatlán Mixtec,0,mxb
4581,,,,Manyika,0,mxc
4582,,,,Modang,0,mxd
4583,,,,Mele-Fila,0,mxe
4584,,,,Malgbe,0,mxf
4585,,,,Mbangala,0,mxg
4586,,,,Mvuba,0,mxh
4587,,,,Mozarabic,0,mxi
4588,,,,Miju-Mishmi,0,mxj
4589,,,,Monumbo,0,mxk
4590,,,,Maxi Gbe,0,mxl
4591,,,,Meramera,0,mxm
4592,,,,Moi (Indonesia),0,mxn
4593,,,,Mbowe,0,mxo
4594,,,,Tlahuitoltepec Mixe,0,mxp
4595,,,,Juquila Mixe,0,mxq
4596,,,,Murik (Malaysia),0,mxr
4597,,,,Huitepec Mixtec,0,mxs
4598,,,,Jamiltepec Mixtec,0,mxt
4599,,,,Mada (Cameroon),0,mxu
4600,,,,Metlatónoc Mixtec,0,mxv
4601,,,,Namo,0,mxw
4602,,,,Mahou,0,mxx
4603,,,,Southeastern Nochixtlán Mixtec,0,mxy
4604,,,,Central Masela,0,mxz
63,mya,bur,my,Burmese,1,mya
4605,,,,Mbay,0,myb
4606,,,,Mayeka,0,myc
4607,,,,Maramba,0,myd
4608,,,,Myene,0,mye
4609,,,,Bambassi,0,myf
4610,,,,Manta,0,myg
4611,,,,Makah,0,myh
4612,,,,Mina (India),0,myi
4613,,,,Mangayat,0,myj
4614,,,,Mamara Senoufo,0,myk
4615,,,,Moma,0,myl
4616,,,,Me'en,0,mym
4617,,,,Anfillo,0,myo
4618,,,,Pirahã,0,myp
4619,,,,Forest Maninka,0,myq
4620,,,,Muniche,0,myr
4621,,,,Mesmes,0,mys
4622,,,,Mundurukú,0,myu
290,myv,myv,,Erzya,1,myv
4623,,,,Muyuw,0,myw
4624,,,,Masaaba,0,myx
4625,,,,Macuna,0,myy
4626,,,,Classical Mandaic,0,myz
4627,,,,Santa María Zacatepec Mixtec,0,mza
4628,,,,Tumzabt,0,mzb
4629,,,,Madagascar Sign Language,0,mzc
4630,,,,Malimba,0,mzd
4631,,,,Morawa,0,mze
4632,,,,Monastic Sign Language,0,mzg
4633,,,,Wichí Lhamtés Güisnay,0,mzh
4634,,,,Ixcatlán Mazatec,0,mzi
4635,,,,Manya,0,mzj
4636,,,,Nigeria Mambila,0,mzk
4637,,,,Mazatlán Mixe,0,mzl
4638,,,,Mumuye,0,mzm
4639,,,,Mazanderani,0,mzn
4640,,,,Matipuhy,0,mzo
4641,,,,Movima,0,mzp
4642,,,,Mori Atas,0,mzq
4643,,,,Marúbo,0,mzr
4644,,,,Macanese,0,mzs
4645,,,,Mintil,0,mzt
4646,,,,Inapang,0,mzu
4647,,,,Manza,0,mzv
4648,,,,Deg,0,mzw
4649,,,,Mawayana,0,mzx
4650,,,,Mozambican Sign Language,0,mzy
4651,,,,Maiadomu,0,mzz
4652,,,,Namla,0,naa
4653,,,,Southern Nambikuára,0,nab
4654,,,,Narak,0,nac
4655,,,,Nijadali,0,nad
4656,,,,Naka'ela,0,nae
4657,,,,Nabak,0,naf
4658,,,,Naga Pidgin,0,nag
4659,,,,Nalu,0,naj
4660,,,,Nakanai,0,nak
4661,,,,Nalik,0,nal
4662,,,,Ngan'gityemerri,0,nam
4664,,,,Naaba,0,nao
293,nap,nap,,Neapolitan,1,nap
4665,,,,Nama (Namibia),0,naq
4666,,,,Iguta,0,nar
4667,,,,Naasioi,0,nas
4668,,,,Hungworo,0,nat
294,nau,nau,na,Nauru,1,nau
295,nav,nav,nv,Navajo,1,nav
4669,,,,Nawuri,0,naw
4670,,,,Nakwi,0,nax
4671,,,,Narrinyeri,0,nay
4672,,,,Coatepec Nahuatl,0,naz
4673,,,,Nyemba,0,nba
4674,,,,Ndoe,0,nbb
4675,,,,Chang Naga,0,nbc
4676,,,,Ngbinda,0,nbd
4677,,,,Konyak Naga,0,nbe
4678,,,,Nagarchal,0,nbg
4679,,,,Ngamo,0,nbh
4680,,,,Mao Naga,0,nbi
4681,,,,Ngarinman,0,nbj
4682,,,,Nake,0,nbk
296,nbl,nbl,nr,"Ndebele, South",1,nbl
4683,,,,Ngbaka Ma'bo,0,nbm
4684,,,,Kuri,0,nbn
4685,,,,Nkukoli,0,nbo
4686,,,,Nnam,0,nbp
4687,,,,Nggem,0,nbq
4688,,,,Numana-Nunku-Gbantu-Numbu,0,nbr
4689,,,,Namibian Sign Language,0,nbs
4690,,,,Na,0,nbt
4691,,,,Rongmei Naga,0,nbu
4692,,,,Ngamambo,0,nbv
4693,,,,Southern Ngbandi,0,nbw
4694,,,,Ngura,0,nbx
4695,,,,Ningera,0,nby
4696,,,,Iyo,0,nca
4697,,,,Central Nicobarese,0,ncb
4698,,,,Ponam,0,ncc
4699,,,,Nachering,0,ncd
4700,,,,Yale,0,nce
4701,,,,Notsi,0,ncf
4702,,,,Nisga'a,0,ncg
4703,,,,Central Huasteca Nahuatl,0,nch
4704,,,,Classical Nahuatl,0,nci
4705,,,,Northern Puebla Nahuatl,0,ncj
4706,,,,Nakara,0,nck
4707,,,,Michoacán Nahuatl,0,ncl
4708,,,,Nambo,0,ncm
4709,,,,Nauna,0,ncn
4710,,,,Sibe,0,nco
4711,,,,Ndaktup,0,ncp
4712,,,,Ncane,0,ncr
4713,,,,Nicaraguan Sign Language,0,ncs
4714,,,,Chothe Naga,0,nct
4715,,,,Chumburung,0,ncu
4716,,,,Central Puebla Nahuatl,0,ncx
4717,,,,Natchez,0,ncz
4718,,,,Ndasa,0,nda
4719,,,,Kenswei Nsei,0,ndb
4720,,,,Ndau,0,ndc
4721,,,,Nde-Nsele-Nta,0,ndd
297,nde,nde,nd,"Ndebele, North",1,nde
4722,,,,Nadruvian,0,ndf
4723,,,,Ndengereko,0,ndg
4724,,,,Ndali,0,ndh
4725,,,,Samba Leko,0,ndi
4726,,,,Ndamba,0,ndj
4727,,,,Ndaka,0,ndk
4728,,,,Ndolo,0,ndl
4729,,,,Ndam,0,ndm
4730,,,,Ngundi,0,ndn
298,ndo,ndo,ng,Ndonga,1,ndo
4731,,,,Ndo,0,ndp
4732,,,,Ndombe,0,ndq
4733,,,,Ndoola,0,ndr
299,nds,nds,,"German, Low",1,nds
4734,,,,Ndunga,0,ndt
4735,,,,Dugun,0,ndu
4736,,,,Ndut,0,ndv
4737,,,,Ndobo,0,ndw
4738,,,,Nduga,0,ndx
4739,,,,Lutos,0,ndy
4740,,,,Ndogo,0,ndz
4741,,,,Eastern Ngad'a,0,nea
4742,,,,Toura (Côte d'Ivoire),0,neb
4743,,,,Nedebang,0,nec
4744,,,,Nde-Gbite,0,ned
4745,,,,Nêlêmwa-Nixumwak,0,nee
4746,,,,Nefamese,0,nef
4747,,,,Negidal,0,neg
4748,,,,Nyenkha,0,neh
4749,,,,Neo-Hittite,0,nei
4750,,,,Neko,0,nej
4751,,,,Neku,0,nek
4752,,,,Nemi,0,nem
4753,,,,Nengone,0,nen
4754,,,,Ná-Meo,0,neo
300,nep,nep,ne,Nepali,1,nep
4755,,,,North Central Mixe,0,neq
4756,,,,Yahadian,0,ner
4757,,,,Bhoti Kinnauri,0,nes
4758,,,,Nete,0,net
4759,,,,Neo,0,neu
4760,,,,Nyaheun,0,nev
301,new,new,,Nepal Bhasa,1,new
4761,,,,Neme,0,nex
4762,,,,Neyo,0,ney
4763,,,,Nez Perce,0,nez
4764,,,,Dhao,0,nfa
4765,,,,Ahwai,0,nfd
4766,,,,Ayiwo,0,nfl
4767,,,,Nafaanra,0,nfr
4768,,,,Mfumte,0,nfu
4769,,,,Ngbaka,0,nga
4770,,,,Northern Ngbandi,0,ngb
4771,,,,Ngombe (Democratic Republic of Congo),0,ngc
4772,,,,Ngando (Central African Republic),0,ngd
4773,,,,Ngemba,0,nge
4774,,,,Ngbaka Manza,0,ngg
4775,,,,N/u,0,ngh
4776,,,,Ngizim,0,ngi
4777,,,,Ngie,0,ngj
4778,,,,Ngalkbun,0,ngk
4779,,,,Lomwe,0,ngl
4780,,,,Ngatik Men's Creole,0,ngm
4781,,,,Ngwo,0,ngn
4782,,,,Ngoni,0,ngo
4783,,,,Ngulu,0,ngp
4784,,,,Ngurimi,0,ngq
4785,,,,Engdewu,0,ngr
4786,,,,Gvoko,0,ngs
4787,,,,Ngeq,0,ngt
4788,,,,Guerrero Nahuatl,0,ngu
4789,,,,Nagumi,0,ngv
4790,,,,Ngwaba,0,ngw
4791,,,,Nggwahyi,0,ngx
4792,,,,Tibea,0,ngy
4793,,,,Ngungwel,0,ngz
4794,,,,Nhanda,0,nha
4795,,,,Beng,0,nhb
4796,,,,Tabasco Nahuatl,0,nhc
4797,,,,Chiripá,0,nhd
4798,,,,Eastern Huasteca Nahuatl,0,nhe
4799,,,,Nhuwala,0,nhf
4800,,,,Tetelcingo Nahuatl,0,nhg
4801,,,,Nahari,0,nhh
4802,,,,Zacatlán-Ahuacatlán-Tepetzintla Nahuatl,0,nhi
4803,,,,Isthmus-Cosoleacaque Nahuatl,0,nhk
4804,,,,Morelos Nahuatl,0,nhm
4805,,,,Central Nahuatl,0,nhn
4806,,,,Takuu,0,nho
4807,,,,Isthmus-Pajapan Nahuatl,0,nhp
4808,,,,Huaxcaleca Nahuatl,0,nhq
4809,,,,Naro,0,nhr
4810,,,,Ometepec Nahuatl,0,nht
4811,,,,Noone,0,nhu
4812,,,,Temascaltepec Nahuatl,0,nhv
4813,,,,Western Huasteca Nahuatl,0,nhw
4814,,,,Isthmus-Mecayapan Nahuatl,0,nhx
4815,,,,Northern Oaxaca Nahuatl,0,nhy
4816,,,,Santa María La Alta Nahuatl,0,nhz
302,nia,nia,,Nias,1,nia
4817,,,,Nakame,0,nib
4818,,,,Ngandi,0,nid
4819,,,,Niellim,0,nie
4820,,,,Nek,0,nif
4821,,,,Ngalakan,0,nig
4822,,,,Nyiha (Tanzania),0,nih
4823,,,,Nii,0,nii
4824,,,,Ngaju,0,nij
4825,,,,Southern Nicobarese,0,nik
4826,,,,Nila,0,nil
4827,,,,Nilamba,0,nim
4828,,,,Ninzo,0,nin
4829,,,,Nganasan,0,nio
4830,,,,Nandi,0,niq
4831,,,,Nimboran,0,nir
4832,,,,Nimi,0,nis
4833,,,,Southeastern Kolami,0,nit
304,niu,niu,,Niuean,1,niu
4834,,,,Gilyak,0,niv
4835,,,,Nimo,0,niw
4836,,,,Hema,0,nix
4837,,,,Ngiti,0,niy
4838,,,,Ningil,0,niz
4839,,,,Nzanyi,0,nja
4840,,,,Nocte Naga,0,njb
4841,,,,Ndonde Hamba,0,njd
4842,,,,Lotha Naga,0,njh
4843,,,,Gudanji,0,nji
4844,,,,Njen,0,njj
4845,,,,Njalgulgule,0,njl
4846,,,,Angami Naga,0,njm
4847,,,,Liangmai Naga,0,njn
4848,,,,Ao Naga,0,njo
4849,,,,Njerep,0,njr
4850,,,,Nisa,0,njs
4851,,,,Ndyuka-Trio Pidgin,0,njt
4852,,,,Ngadjunmaya,0,nju
4853,,,,Kunyi,0,njx
4854,,,,Njyem,0,njy
4855,,,,Nyishi,0,njz
4856,,,,Nkoya,0,nka
4857,,,,Khoibu Naga,0,nkb
4858,,,,Nkongho,0,nkc
4859,,,,Koireng,0,nkd
4860,,,,Duke,0,nke
4861,,,,Inpui Naga,0,nkf
4862,,,,Nekgini,0,nkg
4863,,,,Khezha Naga,0,nkh
4864,,,,Thangal Naga,0,nki
4865,,,,Nakai,0,nkj
4866,,,,Nokuku,0,nkk
4867,,,,Namat,0,nkm
4868,,,,Nkangala,0,nkn
4869,,,,Nkonya,0,nko
4870,,,,Niuatoputapu,0,nkp
4871,,,,Nkami,0,nkq
4872,,,,Nukuoro,0,nkr
4873,,,,North Asmat,0,nks
4874,,,,Nyika (Tanzania),0,nkt
4875,,,,Bouna Kulango,0,nku
4876,,,,Nyika (Malawi and Zambia),0,nkv
4877,,,,Nkutu,0,nkw
