film_id,category_id,category_name,title,description,release_year,language_id,original_language_id,rental_duration,rental_rate,length,replacement_cost,rating,language
442,8,Family,HUNTING MUSKETEERS,A Thrilling Reflection of a Pioneer And a Dentist who must Outrace a Womanizer in An Abandoned Mine Shaft,2006,1,,6,2.99,65,24.99,NC-17,English
476,8,Family,JASON TRAP,A Thoughtful Tale of a Woman And a A Shark who must Conquer a Dog in A Monastery,2006,1,,5,2.99,130,9.99,NC-17,English
682,8,Family,PITTSBURGH HUNCHBACK,A Thrilling Epistle of a Boy And a Boat who must Find a Student in Soviet Georgia,2006,1,,4,4.99,134,17.99,PG-13,English
710,8,Family,RAGE GAMES,A Fast-Paced Saga of a Astronaut And a Secret Agent who must Escape a Hunter in An Abandoned Amusement Park,2006,1,,4,4.99,120,18.99,R,English
377,8,Family,GREASE YOUTH,A Emotional Panorama of a Secret Agent And a Waitress who must Escape a Composer in Soviet Georgia,2006,1,,7,0.99,135,20.99,G,English
832,8,Family,SPLASH GUMP,A Taut Saga of a Crocodile And a Boat who must Conquer a Hunter in A Shark Tank,2006,1,,5,0.99,175,16.99,PG,English
695,8,Family,PRESIDENT BANG,A Fateful Panorama of a Technical Writer And a Moose who must Battle a Robot in Soviet Georgia,2006,1,,6,4.99,144,12.99,PG,English
528,8,Family,LOLITA WORLD,A Thrilling Drama of a Girl And a Robot who must Redeem a Waitress in An Abandoned Mine Shaft,2006,1,,4,2.99,155,25.99,NC-17,English
824,8,Family,SPARTACUS CHEAPER,A Thrilling Panorama of a Pastry Chef And a Secret Agent who must Overcome a Student in A Manhattan Penthouse,2006,1,,4,4.99,52,19.99,NC-17,English
778,8,Family,SECRETS PARADISE,A Fateful Saga of a Cat And a Frisbee who must Kill a Girl in A Manhattan Penthouse,2006,1,,3,4.99,109,24.99,G,English
617,8,Family,NATURAL STOCK,A Fast-Paced Story of a Sumo Wrestler And a Girl who must Defeat a Car in A Baloon Factory,2006,1,,4,0.99,50,24.99,PG-13,English
780,8,Family,SENSIBILITY REAR,A Emotional Tale of a Robot And a Sumo Wrestler who must Redeem a Pastry Chef in A Baloon Factory,2006,1,,7,4.99,98,15.99,PG,English
345,8,Family,GABLES METROPOLIS,A Fateful Display of a Cat And a Pioneer who must Challenge a Pastry Chef in A Baloon Factory,2006,1,,3,0.99,161,17.99,PG,English
634,8,Family,ODDS BOOGIE,A Thrilling Yarn of a Feminist And a Madman who must Battle a Hunter in Berlin,2006,1,,6,0.99,48,14.99,NC-17,English
419,8,Family,HOCUS FRIDA,A Awe-Inspiring Tale of a Girl And a Madman who must Outgun a Student in A Shark Tank,2006,1,,4,2.99,141,19.99,G,English
557,8,Family,MANCHURIAN CURTAIN,A Stunning Tale of a Mad Cow And a Boy who must Battle a Boy in Berlin,2006,1,,5,2.99,177,27.99,PG,English
147,8,Family,CHOCOLAT HARRY,A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan,2006,1,,5,0.99,101,16.99,NC-17,English
391,8,Family,HALF OUTFIELD,A Epic Epistle of a Database Administrator And a Crocodile who must Face a Madman in A Jet Boat,2006,1,,6,2.99,146,25.99,PG-13,English
5,8,Family,AFRICAN EGG,A Fast-Paced Documentary of a Pastry Chef And a Dentist who must Pursue a Forensic Psychologist in The Gulf of Mexico,2006,1,,6,2.99,130,22.99,G,English
810,8,Family,SLUMS DUCK,A Amazing Character Study of a Teacher And a Database Administrator who must Defeat a Waitress in A Jet Boat,2006,1,,5,0.99,147,21.99,PG,English
550,8,Family,MAGUIRE APACHE,A Fast-Paced Reflection of a Waitress And a Hunter who must Defeat a Forensic Psychologist in A Baloon,2006,1,,6,2.99,74,22.99,NC-17,English
621,8,Family,NETWORK PEAK,A Unbelieveable Reflection of a Butler And a Boat who must Outgun a Mad Scientist in California,2006,1,,5,2.99,75,23.99,PG-13,English
610,8,Family,MUSIC BOONDOCK,A Thrilling Tale of a Butler And a Astronaut who must Battle a Explorer in The First Manned Space Station,2006,1,,7,0.99,129,17.99,R,English
53,8,Family,BANG KWAI,A Epic Drama of a Madman And a Cat who must Face a A Shark in An Abandoned Amusement Park,2006,1,,5,2.99,87,25.99,NC-17,English
50,8,Family,BAKED CLEOPATRA,A Stunning Drama of a Forensic Psychologist And a Husband who must Overcome a Waitress in A Monastery,2006,1,,3,2.99,182,20.99,G,English
866,8,Family,SUNSET RACER,A Awe-Inspiring Reflection of a Astronaut And a A Shark who must Defeat a Forensic Psychologist in California,2006,1,,6,0.99,48,28.99,NC-17,English
262,8,Family,DUMBO LUST,A Touching Display of a Feminist And a Dentist who must Conquer a Husband in The Gulf of Mexico,2006,1,,5,0.99,119,17.99,NC-17,English
348,8,Family,GANDHI KWAI,A Thoughtful Display of a Mad Scientist And a Secret Agent who must Chase a Boat in Berlin,2006,1,,7,0.99,86,9.99,PG-13,English
639,8,Family,OPPOSITE NECKLACE,A Fateful Epistle of a Crocodile And a Moose who must Kill a Explorer in Nigeria,2006,1,,7,4.99,92,9.99,PG,English
829,8,Family,SPINAL ROCKY,A Lacklusture Epistle of a Sumo Wrestler And a Squirrel who must Defeat a Explorer in California,2006,1,,7,2.99,138,12.99,PG-13,English
83,8,Family,BLUES INSTINCT,A Insightful Documentary of a Boat And a Composer who must Meet a Forensic Psychologist in An Abandoned Fun House,2006,1,,5,2.99,50,18.99,G,English
534,8,Family,LOUISIANA HARRY,A Lacklusture Drama of a Girl And a Technical Writer who must Redeem a Monkey in A Shark Tank,2006,1,,5,0.99,70,18.99,PG-13,English
31,8,Family,APACHE DIVINE,A Awe-Inspiring Reflection of a Pastry Chef And a Teacher who must Overcome a Sumo Wrestler in A U-Boat,2006,1,,5,4.99,92,16.99,NC-17,English
499,8,Family,KING EVOLUTION,A Action-Packed Tale of a Boy And a Lumberjack who must Chase a Madman in A Baloon,2006,1,,3,4.99,184,24.99,NC-17,English
80,8,Family,BLANKET BEVERLY,A Emotional Documentary of a Student And a Girl who must Build a Boat in Nigeria,2006,1,,7,2.99,148,21.99,G,English
603,8,Family,MOVIE SHAKESPEARE,A Insightful Display of a Database Administrator And a Student who must Build a Hunter in Berlin,2006,1,,6,4.99,53,27.99,PG,English
822,8,Family,SOUP WISDOM,A Fast-Paced Display of a Robot And a Butler who must Defeat a Butler in A MySQL Convention,2006,1,,6,0.99,169,12.99,R,English
82,8,Family,BLOOD ARGONAUTS,A Boring Drama of a Explorer And a Man who must Kill a Lumberjack in A Manhattan Penthouse,2006,1,,3,0.99,71,13.99,G,English
458,8,Family,INDIAN LOVE,A Insightful Saga of a Mad Scientist And a Mad Scientist who must Kill a Astronaut in An Abandoned Fun House,2006,1,,4,0.99,135,26.99,NC-17,English
975,8,Family,WILLOW TRACY,A Brilliant Panorama of a Boat And a Astronaut who must Challenge a Teacher in A Manhattan Penthouse,2006,1,,6,2.99,137,22.99,R,English
946,8,Family,VIRTUAL SPOILERS,A Fateful Tale of a Database Administrator And a Squirrel who must Discover a Student in Soviet Georgia,2006,1,,3,4.99,144,14.99,NC-17,English
315,8,Family,FINDING ANACONDA,A Fateful Tale of a Database Administrator And a Girl who must Battle a Squirrel in New Orleans,2006,1,,4,0.99,156,10.99,R,English
700,8,Family,PRIX UNDEFEATED,A Stunning Saga of a Mad Scientist And a Boat who must Overcome a Dentist in Ancient China,2006,1,,4,2.99,115,13.99,R,English
736,8,Family,ROBBERY BRIGHT,A Taut Reflection of a Robot And a Squirrel who must Fight a Boat in Ancient Japan,2006,1,,4,0.99,134,21.99,R,English
428,8,Family,HOMICIDE PEACH,A Astounding Documentary of a Hunter And a Boy who must Confront a Boy in A MySQL Convention,2006,1,,6,2.99,141,21.99,PG-13,English
139,8,Family,CHASING FIGHT,A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank,2006,1,,7,4.99,114,21.99,PG,English
309,8,Family,FEUD FROGMEN,A Brilliant Reflection of a Database Administrator And a Mad Cow who must Chase a Woman in The Canadian Rockies,2006,1,,6,0.99,98,29.99,R,English
183,8,Family,CONVERSATION DOWNHILL,A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention,2006,1,,4,4.99,112,14.99,R,English
795,8,Family,SIEGE MADRE,A Boring Tale of a Frisbee And a Crocodile who must Vanquish a Moose in An Abandoned Mine Shaft,2006,1,,7,0.99,111,23.99,R,English
299,16,Travel,FACTORY DRAGON,A Action-Packed Saga of a Teacher And a Frisbee who must Escape a Lumberjack in The Sahara Desert,2006,1,,4,0.99,144,9.99,PG-13,English
645,16,Travel,OTHERS SOUP,A Lacklusture Documentary of a Mad Cow And a Madman who must Sink a Moose in The Gulf of Mexico,2006,1,,7,2.99,118,18.99,PG,English
601,16,Travel,MOULIN WAKE,A Astounding Story of a Forensic Psychologist And a Cat who must Battle a Teacher in An Abandoned Mine Shaft,2006,1,,4,0.99,79,20.99,PG-13,English
656,16,Travel,PAPI NECKLACE,A Fanciful Display of a Car And a Monkey who must Escape a Squirrel in Ancient Japan,2006,1,,3,0.99,128,9.99,PG,English
811,16,Travel,SMILE EARRING,A Intrepid Drama of a Teacher And a Butler who must Build a Pastry Chef in Berlin,2006,1,,4,2.99,60,29.99,G,English
914,16,Travel,TROUBLE DATE,A Lacklusture Panorama of a Forensic Psychologist And a Woman who must Kill a Explorer in Ancient Japan,2006,1,,6,2.99,61,13.99,PG,English
103,16,Travel,BUCKET BROTHERHOOD,A Amazing Display of a Girl And a Womanizer who must Succumb a Lumberjack in A Baloon Factory,2006,1,,7,4.99,133,27.99,PG,English
526,16,Travel,LOCK REAR,A Thoughtful Character Study of a Squirrel And a Technical Writer who must Outrace a Student in Ancient Japan,2006,1,,7,2.99,120,10.99,R,English
878,16,Travel,TEEN APOLLO,A Awe-Inspiring Drama of a Dog And a Man who must Escape a Robot in A Shark Tank,2006,1,,3,4.99,74,25.99,G,English
294,16,Travel,EXPECATIONS NATURAL,A Amazing Drama of a Butler And a Husband who must Reach a A Shark in A U-Boat,2006,1,,5,4.99,138,26.99,PG-13,English
785,16,Travel,SHAWSHANK BUBBLE,A Lacklusture Story of a Moose And a Monkey who must Confront a Butler in An Abandoned Amusement Park,2006,1,,6,4.99,80,20.99,PG,English
434,16,Travel,HORROR REIGN,A Touching Documentary of a A Shark And a Car who must Build a Husband in Nigeria,2006,1,,3,0.99,139,25.99,R,English
903,16,Travel,TRAFFIC HOBBIT,A Amazing Epistle of a Squirrel And a Lumberjack who must Succumb a Database Administrator in A U-Boat,2006,1,,5,4.99,139,13.99,G,English
342,16,Travel,FUGITIVE MAGUIRE,A Taut Epistle of a Feminist And a Sumo Wrestler who must Battle a Crocodile in Australia,2006,1,,7,4.99,83,28.99,R,English
41,16,Travel,ARSENIC INDEPENDENCE,A Fanciful Documentary of a Mad Cow And a Womanizer who must Find a Dentist in Berlin,2006,1,,4,0.99,137,17.99,PG,English
181,16,Travel,CONTACT ANONYMOUS,A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India,2006,1,,7,2.99,166,10.99,PG-13,English
894,16,Travel,TOMATOES HELLFIGHTERS,A Thoughtful Epistle of a Madman And a Astronaut who must Overcome a Monkey in A Shark Tank,2006,1,,6,0.99,68,23.99,PG,English
472,16,Travel,ITALIAN AFRICAN,A Astounding Character Study of a Monkey And a Moose who must Outgun a Cat in A U-Boat,2006,1,,3,4.99,174,24.99,G,English
496,16,Travel,KICK SAVANNAH,A Emotional Drama of a Monkey And a Robot who must Defeat a Monkey in New Orleans,2006,1,,3,0.99,179,10.99,PG-13,English
286,16,Travel,ENOUGH RAGING,A Astounding Character Study of a Boat And a Secret Agent who must Find a Mad Cow in The Sahara Desert,2006,1,,7,2.99,158,16.99,NC-17,English
872,16,Travel,SWEET BROTHERHOOD,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Chase a Forensic Psychologist in A Baloon,2006,1,,3,2.99,185,27.99,R,English
75,16,Travel,BIRD INDEPENDENCE,A Thrilling Documentary of a Car And a Student who must Sink a Hunter in The Canadian Rockies,2006,1,,6,4.99,163,14.99,G,English
648,16,Travel,OUTLAW HANKY,A Thoughtful Story of a Astronaut And a Composer who must Conquer a Dog in The Sahara Desert,2006,1,,7,4.99,148,17.99,PG-13,English
543,16,Travel,MADIGAN DORADO,A Astounding Character Study of a A Shark And a A Shark who must Discover a Crocodile in The Outback,2006,1,,5,4.99,116,20.99,R,English
224,16,Travel,DESPERATE TRAINSPOTTING,A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California,2006,1,,7,4.99,81,29.99,G,English
88,16,Travel,BORN SPINAL,A Touching Epistle of a Frisbee And a Husband who must Pursue a Student in Nigeria,2006,1,,7,4.99,179,17.99,PG,English
784,16,Travel,SHANGHAI TYCOON,A Fast-Paced Character Study of a Crocodile And a Lumberjack who must Build a Husband in An Abandoned Fun House,2006,1,,7,2.99,47,20.99,PG,English
169,16,Travel,COMFORTS RUSH,A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft,2006,1,,3,2.99,76,19.99,NC-17,English
868,16,Travel,SUPERFLY TRIP,A Beautiful Saga of a Lumberjack And a Teacher who must Build a Technical Writer in An Abandoned Fun House,2006,1,,5,0.99,114,27.99,PG,English
233,16,Travel,DISCIPLE MOTHER,A Touching Reflection of a Mad Scientist And a Boat who must Face a Moose in A Shark Tank,2006,1,,3,0.99,141,17.99,PG,English
826,16,Travel,SPEED SUIT,A Brilliant Display of a Frisbee And a Mad Scientist who must Succumb a Robot in Ancient China,2006,1,,7,4.99,124,19.99,PG-13,English
84,16,Travel,BOILED DARES,A Awe-Inspiring Story of a Waitress And a Dog who must Discover a Dentist in Ancient Japan,2006,1,,7,4.99,102,13.99,PG,English
257,16,Travel,DRUMLINE CYCLONE,A Insightful Panorama of a Monkey And a Sumo Wrestler who must Outrace a Mad Scientist in The Canadian Rockies,2006,1,,3,0.99,110,14.99,G,English
125,16,Travel,CASSIDY WYOMING,A Intrepid Drama of a Frisbee And a Hunter who must Kill a Secret Agent in New Orleans,2006,1,,5,2.99,61,19.99,NC-17,English
518,16,Travel,LIAISONS SWEET,A Boring Drama of a A Shark And a Explorer who must Redeem a Waitress in The Canadian Rockies,2006,1,,5,4.99,140,15.99,PG,English
977,16,Travel,WINDOW SIDE,A Astounding Character Study of a Womanizer And a Hunter who must Escape a Robot in A Monastery,2006,1,,3,2.99,85,25.99,R,English
339,16,Travel,FROGMEN BREAKING,A Unbelieveable Yarn of a Mad Scientist And a Cat who must Chase a Lumberjack in Australia,2006,1,,5,0.99,111,17.99,R,English
513,16,Travel,LEATHERNECKS DWARFS,A Fateful Reflection of a Dog And a Mad Cow who must Outrace a Teacher in An Abandoned Mine Shaft,2006,1,,6,2.99,153,21.99,PG-13,English
307,16,Travel,FELLOWSHIP AUTUMN,A Lacklusture Reflection of a Dentist And a Hunter who must Meet a Teacher in A Baloon,2006,1,,6,4.99,77,9.99,NC-17,English
451,16,Travel,IGBY MAKER,A Epic Documentary of a Hunter And a Dog who must Outgun a Dog in A Baloon Factory,2006,1,,7,4.99,160,12.99,NC-17,English
931,16,Travel,VALENTINE VANISHING,A Thrilling Display of a Husband And a Butler who must Reach a Pastry Chef in California,2006,1,,7,0.99,48,9.99,PG-13,English
123,16,Travel,CASABLANCA SUPER,A Amazing Panorama of a Crocodile And a Forensic Psychologist who must Pursue a Secret Agent in The First Manned Space Station,2006,1,,6,4.99,85,22.99,G,English
609,16,Travel,MUSCLE BRIGHT,A Stunning Panorama of a Sumo Wrestler And a Husband who must Redeem a Madman in Ancient India,2006,1,,7,2.99,185,23.99,G,English
57,16,Travel,BASIC EASY,A Stunning Epistle of a Man And a Husband who must Reach a Mad Scientist in A Jet Boat,2006,1,,4,2.99,90,18.99,PG-13,English
288,16,Travel,ESCAPE METROPOLIS,A Taut Yarn of a Astronaut And a Technical Writer who must Outgun a Boat in New Orleans,2006,1,,7,2.99,167,20.99,R,English
87,16,Travel,BOONDOCK BALLROOM,A Fateful Panorama of a Crocodile And a Boy who must Defeat a Monkey in The Gulf of Mexico,2006,1,,7,0.99,76,14.99,NC-17,English
642,16,Travel,ORDER BETRAYED,A Amazing Saga of a Dog And a A Shark who must Challenge a Cat in The Sahara Desert,2006,1,,7,2.99,120,13.99,PG-13,English
848,16,Travel,STONE FIRE,A Intrepid Drama of a Astronaut And a Crocodile who must Find a Boat in Soviet Georgia,2006,1,,3,0.99,94,19.99,G,English
787,16,Travel,SHINING ROSES,A Awe-Inspiring Character Study of a Astronaut And a Forensic Psychologist who must Challenge a Madman in Ancient India,2006,1,,4,0.99,125,12.99,G,English
347,16,Travel,GAMES BOWFINGER,A Astounding Documentary of a Butler And a Explorer who must Challenge a Butler in A Monastery,2006,1,,7,4.99,119,17.99,PG-13,English
167,16,Travel,COMA HEAD,A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California,2006,1,,6,4.99,109,10.99,NC-17,English
989,16,Travel,WORKING MICROCOSMOS,A Stunning Epistle of a Dentist And a Dog who must Kill a Madman in Ancient China,2006,1,,4,4.99,74,22.99,R,English
386,16,Travel,GUMP DATE,A Intrepid Yarn of a Explorer And a Student who must Kill a Husband in An Abandoned Mine Shaft,2006,1,,3,4.99,53,12.99,NC-17,English
783,16,Travel,SHANE DARKNESS,A Action-Packed Saga of a Moose And a Lumberjack who must Find a Woman in Berlin,2006,1,,5,2.99,93,22.99,PG,English
988,16,Travel,WORKER TARZAN,A Action-Packed Yarn of a Secret Agent And a Technical Writer who must Battle a Sumo Wrestler in The First Manned Space Station,2006,1,,7,2.99,139,26.99,R,English
405,16,Travel,HAUNTED ANTITRUST,A Amazing Saga of a Man And a Dentist who must Reach a Technical Writer in Ancient India,2006,1,,6,4.99,76,13.99,NC-17,English
981,16,Travel,WOLVES DESIRE,A Fast-Paced Drama of a Squirrel And a Robot who must Succumb a Technical Writer in A Manhattan Penthouse,2006,1,,7,0.99,55,13.99,NC-17,English
73,14,Sci-Fi,BINGO TALENTED,A Touching Tale of a Girl And a Crocodile who must Discover a Waitress in Nigeria,2006,1,,5,2.99,150,22.99,PG-13,English
296,14,Sci-Fi,EXPRESS LONELY,A Boring Drama of a Astronaut And a Boat who must Face a Boat in California,2006,1,,5,2.99,178,23.99,R,English
367,14,Sci-Fi,GOLDMINE TYCOON,A Brilliant Epistle of a Composer And a Frisbee who must Conquer a Husband in The Outback,2006,1,,6,0.99,153,20.99,R,English
798,14,Sci-Fi,SILVERADO GOLDFINGER,A Stunning Epistle of a Sumo Wrestler And a Man who must Challenge a Waitress in Ancient India,2006,1,,4,4.99,74,11.99,PG,English
81,14,Sci-Fi,BLINDNESS GUN,A Touching Drama of a Robot And a Dentist who must Meet a Hunter in A Jet Boat,2006,1,,6,4.99,103,29.99,PG-13,English
374,14,Sci-Fi,GRAFFITI LOVE,A Unbelieveable Epistle of a Sumo Wrestler And a Hunter who must Build a Composer in Berlin,2006,1,,3,0.99,117,29.99,PG,English
234,14,Sci-Fi,DISTURBING SCARFACE,A Lacklusture Display of a Crocodile And a Butler who must Overcome a Monkey in A U-Boat,2006,1,,6,2.99,94,27.99,R,English
572,14,Sci-Fi,METROPOLIS COMA,A Emotional Saga of a Database Administrator And a Pastry Chef who must Confront a Teacher in A Baloon Factory,2006,1,,4,2.99,64,9.99,PG-13,English
985,14,Sci-Fi,WONDERLAND CHRISTMAS,A Awe-Inspiring Character Study of a Waitress And a Car who must Pursue a Mad Scientist in The First Manned Space Station,2006,1,,4,4.99,111,19.99,PG,English
449,14,Sci-Fi,IDENTITY LOVER,A Boring Tale of a Composer And a Mad Cow who must Defeat a Car in The Outback,2006,1,,4,2.99,119,12.99,PG-13,English
26,14,Sci-Fi,ANNIE IDENTITY,A Amazing Panorama of a Pastry Chef And a Boat who must Escape a Woman in An Abandoned Amusement Park,2006,1,,3,0.99,86,15.99,G,English
151,14,Sci-Fi,CINCINATTI WHISPERER,A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin,2006,1,,5,4.99,143,26.99,NC-17,English
240,14,Sci-Fi,DOLLS RAGE,A Thrilling Display of a Pioneer And a Frisbee who must Escape a Teacher in The Outback,2006,1,,7,2.99,120,10.99,PG-13,English
298,14,Sci-Fi,EYES DRIVING,A Thrilling Story of a Cat And a Waitress who must Fight a Explorer in The Outback,2006,1,,4,2.99,172,13.99,PG-13,English
930,14,Sci-Fi,VACATION BOONDOCK,A Fanciful Character Study of a Secret Agent And a Mad Scientist who must Reach a Teacher in Australia,2006,1,,4,2.99,145,23.99,R,English
714,14,Sci-Fi,RANDOM GO,A Fateful Drama of a Frisbee And a Student who must Confront a Cat in A Shark Tank,2006,1,,6,2.99,73,29.99,NC-17,English
165,14,Sci-Fi,COLDBLOODED DARLING,A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico,2006,1,,7,4.99,70,27.99,G,English
319,14,Sci-Fi,FISH OPUS,A Touching Display of a Feminist And a Girl who must Confront a Astronaut in Australia,2006,1,,4,2.99,125,22.99,R,English
285,14,Sci-Fi,ENGLISH BULWORTH,A Intrepid Epistle of a Pastry Chef And a Pastry Chef who must Pursue a Crocodile in Ancient China,2006,1,,3,0.99,51,18.99,PG-13,English
863,14,Sci-Fi,SUN CONFESSIONS,A Beautiful Display of a Mad Cow And a Dog who must Redeem a Waitress in An Abandoned Amusement Park,2006,1,,5,0.99,141,9.99,R,English
602,14,Sci-Fi,MOURNING PURPLE,A Lacklusture Display of a Waitress And a Lumberjack who must Chase a Pioneer in New Orleans,2006,1,,5,0.99,146,14.99,PG,English
559,14,Sci-Fi,MARRIED GO,A Fanciful Story of a Womanizer And a Dog who must Face a Forensic Psychologist in The Sahara Desert,2006,1,,7,2.99,114,22.99,G,English
55,14,Sci-Fi,BARBARELLA STREETCAR,A Awe-Inspiring Story of a Feminist And a Cat who must Conquer a Dog in A Monastery,2006,1,,6,2.99,65,27.99,G,English
114,14,Sci-Fi,CAMELOT VACATION,A Touching Character Study of a Woman And a Waitress who must Battle a Pastry Chef in A MySQL Convention,2006,1,,3,0.99,61,26.99,NC-17,English
831,14,Sci-Fi,SPIRITED CASUALTIES,A Taut Story of a Waitress And a Man who must Face a Car in A Baloon Factory,2006,1,,5,0.99,138,20.99,PG-13,English
967,14,Sci-Fi,WEEKEND PERSONAL,A Fast-Paced Documentary of a Car And a Butler who must Find a Frisbee in A Jet Boat,2006,1,,5,2.99,134,26.99,R,English
860,14,Sci-Fi,SUICIDES SILENCE,A Emotional Character Study of a Car And a Girl who must Face a Composer in A U-Boat,2006,1,,4,4.99,93,13.99,G,English
195,14,Sci-Fi,CROWDS TELEMARK,A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House,2006,1,,3,4.99,112,16.99,R,English
177,14,Sci-Fi,CONNECTICUT TRAMP,A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank,2006,1,,4,4.99,172,20.99,R,English
397,14,Sci-Fi,HANKY OCTOBER,A Boring Epistle of a Database Administrator And a Explorer who must Pursue a Madman in Soviet Georgia,2006,1,,5,2.99,107,26.99,NC-17,English
394,14,Sci-Fi,HAMLET WISDOM,A Touching Reflection of a Man And a Man who must Sink a Robot in The Outback,2006,1,,7,2.99,146,21.99,R,English
338,14,Sci-Fi,FRISCO FORREST,A Beautiful Documentary of a Woman And a Pioneer who must Pursue a Mad Scientist in A Shark Tank,2006,1,,6,4.99,51,23.99,PG,English
49,14,Sci-Fi,BADMAN DAWN,A Emotional Panorama of a Pioneer And a Composer who must Escape a Mad Scientist in A Jet Boat,2006,1,,6,2.99,162,22.99,R,English
972,14,Sci-Fi,WHISPERER GIANT,A Intrepid Story of a Dentist And a Hunter who must Confront a Monkey in Ancient Japan,2006,1,,4,4.99,59,24.99,PG-13,English
39,14,Sci-Fi,ARMAGEDDON LOST,A Fast-Paced Tale of a Boat And a Teacher who must Succumb a Composer in An Abandoned Mine Shaft,2006,1,,5,0.99,99,10.99,G,English
350,14,Sci-Fi,GARDEN ISLAND,A Unbelieveable Character Study of a Womanizer And a Madman who must Reach a Man in The Outback,2006,1,,3,4.99,80,21.99,G,English
723,14,Sci-Fi,REIGN GENTLEMEN,A Emotional Yarn of a Composer And a Man who must Escape a Butler in The Gulf of Mexico,2006,1,,3,2.99,82,29.99,PG-13,English
924,14,Sci-Fi,UNFORGIVEN ZOOLANDER,A Taut Epistle of a Monkey And a Sumo Wrestler who must Vanquish a A Shark in A Baloon Factory,2006,1,,7,0.99,129,15.99,PG,English
893,14,Sci-Fi,TITANS JERK,A Unbelieveable Panorama of a Feminist And a Sumo Wrestler who must Challenge a Technical Writer in Ancient China,2006,1,,4,4.99,91,11.99,PG,English
620,14,Sci-Fi,NEMO CAMPUS,A Lacklusture Reflection of a Monkey And a Squirrel who must Outrace a Womanizer in A Manhattan Penthouse,2006,1,,5,2.99,131,23.99,NC-17,English
69,14,Sci-Fi,BEVERLY OUTLAW,A Fanciful Documentary of a Womanizer And a Boat who must Defeat a Madman in The First Manned Space Station,2006,1,,3,2.99,85,21.99,R,English
655,14,Sci-Fi,PANTHER REDS,A Brilliant Panorama of a Moose And a Man who must Reach a Teacher in The Gulf of Mexico,2006,1,,5,4.99,109,22.99,NC-17,English
817,14,Sci-Fi,SOLDIERS EVOLUTION,A Lacklusture Panorama of a A Shark And a Pioneer who must Confront a Student in The First Manned Space Station,2006,1,,7,4.99,185,27.99,R,English
132,14,Sci-Fi,CHAINSAW UPTOWN,A Beautiful Documentary of a Boy And a Robot who must Discover a Squirrel in Australia,2006,1,,6,0.99,114,25.99,PG,English
369,14,Sci-Fi,GOODFELLAS SALUTE,A Unbelieveable Tale of a Dog And a Explorer who must Sink a Mad Cow in A Baloon Factory,2006,1,,4,4.99,56,22.99,PG,English
912,14,Sci-Fi,TROJAN TOMORROW,A Astounding Panorama of a Husband And a Sumo Wrestler who must Pursue a Boat in Ancient India,2006,1,,3,2.99,52,9.99,PG,English
137,14,Sci-Fi,CHARADE DUFFEL,A Action-Packed Display of a Man And a Waitress who must Build a Dog in A MySQL Convention,2006,1,,3,2.99,66,21.99,PG,English
711,14,Sci-Fi,RAGING AIRPLANE,A Astounding Display of a Secret Agent And a Technical Writer who must Escape a Mad Scientist in A Jet Boat,2006,1,,4,4.99,154,18.99,R,English
203,14,Sci-Fi,DAISY MENAGERIE,A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India,2006,1,,5,4.99,84,9.99,G,English
422,14,Sci-Fi,HOLLOW JEOPARDY,A Beautiful Character Study of a Robot And a Astronaut who must Overcome a Boat in A Monastery,2006,1,,7,4.99,136,25.99,NC-17,English
235,14,Sci-Fi,DIVIDE MONSTER,A Intrepid Saga of a Man And a Forensic Psychologist who must Reach a Squirrel in A Monastery,2006,1,,6,2.99,68,13.99,PG-13,English
637,14,Sci-Fi,OPEN AFRICAN,A Lacklusture Drama of a Secret Agent And a Explorer who must Discover a Car in A U-Boat,2006,1,,7,4.99,131,16.99,PG,English
138,14,Sci-Fi,CHARIOTS CONSPIRACY,A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station,2006,1,,5,2.99,71,29.99,R,English
839,14,Sci-Fi,STALLION SUNDANCE,A Fast-Paced Tale of a Car And a Dog who must Outgun a A Shark in Australia,2006,1,,5,0.99,130,23.99,PG-13,English
520,14,Sci-Fi,LICENSE WEEKEND,A Insightful Story of a Man And a Husband who must Overcome a Madman in A Monastery,2006,1,,7,2.99,91,28.99,NC-17,English
390,14,Sci-Fi,GUYS FALCON,A Boring Story of a Woman And a Feminist who must Redeem a Squirrel in A U-Boat,2006,1,,4,4.99,84,20.99,R,English
