<page title>,category,manufacturer,options,product
"Miniprice.ca - Lenovo ThinkPad W540 20BH001BUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH001BUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH001BUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad T540p 20BE003HUS 15.6"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display (20BE003HUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BE003HUS 15.6 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display
"Miniprice.ca - Lenovo ThinkPad T440s 20AR0047US 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 7 Professional 64-b (20AR0047US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AR0047US 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 240 GB SSD - Intel HD 4400 - Windows 7 Professional 64-b
"Miniprice.ca - Lenovo ThinkPad X240 20AM0065US 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM0065US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0065US 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 782745F - 14"" LED - Core i5 i5-2540M 2,60 GHz - 1366 x 768 WXGA Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel - Windows 7 Professional - 11,50 Heure Batteri (782745F)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 782745F - 14 '' LED - Core i5 i5-2540M 2,60 GHz - 1366 x 768 WXGA Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel - Windows 7 Professional - 11,50 Heure Batteri"
"Miniprice.ca - Lenovo ThinkPad X240 20AM001BUS 12.5"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13 (20AM001BUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM001BUS 12.5 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 4 GB RAM - 500 GB HDD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13
"Miniprice.ca - Lenovo Thinkpad Yoga 20c S100 Ultrabook/tablet - 12.5"" Touchscreen - Core I7-4600u 2.1ghz - 8gb Ram - 256gb Ssd - 802.11ac - Windows 8.1 Pro 64-bit - Convertible - 1920 X 1080 Multi-touch Screen Displ (20C0001BCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo Thinkpad Yoga 20c S100 Ultrabook/tablet - 12.5 '' Touchscreen - Core I7-4600u 2.1ghz - 8gb Ram - 256gb Ssd - 802.11ac - Windows 8.1 Pro 64-bit - Convertible - 1920 X 1080 Multi-touch Screen Displ
"Miniprice.ca - Lenovo ThinkPad 20B6005GCA 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit (French) - 1366 x 768 Display (20B6005GCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20B6005GCA 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit ( French ) - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000GUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA GeForce GT 730M - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth (20AW000GUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW000GUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA GeForce GT 730M - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20C0004DUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv (20C0004DUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20C0004DUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Windows 8 Pro 64-bit - Conv
"Miniprice.ca - Lenovo ThinkPad X240 20AL00FKUS 12.5"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 512 GB SSD - Intel HD Graphics 4400 - Windows 7 Profess (20AL00FKUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL00FKUS 12.5 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 512 GB SSD - Intel HD Graphics 4400 - Windows 7 Profess
"Miniprice.ca - Lenovo ThinkPad T440p 20AW004BUS 14"" LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD Graphics 4600 - Windows 7 Professional 64-bit - 1366 x 768 D (20AW004BUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW004BUS 14 '' LED Notebook - Intel Core i5 i5-4300M 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD Graphics 4600 - Windows 7 Professional 64-bit - 1366 x 768 D
"Miniprice.ca - Lenovo ThinkPad T440 20B7005KUS 14"" Touchscreen LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot (20B7005KUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440 20B7005KUS 14 '' Touchscreen LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetoot
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 428224U - 15,6"" LED - Core i7 i7-2720QM 2,20 GHz - 1920 x 1080 HD 1080 Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel, nVIDIA - Webcam - Windows 7 Profession (428224U)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 428224U - 15,6 '' LED - Core i7 i7-2720QM 2,20 GHz - 1920 x 1080 HD 1080 Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel , nVIDIA - Webcam - Windows 7 Profession"
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD002UUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64 (20CD002UUS)",Computer - PC 's - PC 's,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD002UUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i7 i7-4500U 1.80 GHz - Black - 8 GB RAM - 180 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Lenovo ThinkPad T440s 20AR0043US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AR0043US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AR0043US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4400 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - HP Pro x2 410 G1 Ultrabook/Tablet - 11.6"" - Wireless LAN - Intel Core i3 i3-4012Y 1.50 GHz - 4 GB RAM - 128 GB SSD - Windows 8.1 Pro 64-bit - Hybrid - 1366 x 768 Multi-touch Screen Display (LED Backli (G1Q87UT#ABA)",Computer - PC 's - PC 's,HPQ ( HP - Compaq ),Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),HP Pro x2 410 G1 Ultrabook/Tablet - 11.6 '' - Wireless LAN - Intel Core i3 i3-4012Y 1.50 GHz - 4 GB RAM - 128 GB SSD - Windows 8.1 Pro 64-bit - Hybrid - 1366 x 768 Multi-touch Screen Display ( LED Backli
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0049US 14"" LED Notebook - Intel Core i3 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth (20AW0049US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0049US 14 '' LED Notebook - Intel Core i3 2.60 GHz - Black - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000LUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth (20AW000LUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW000LUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - Intel HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T440s 20AQ0073US 14"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8 Pro 6 (20AQ0073US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440s 20AQ0073US 14 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 - Windows 8 Pro 6
"Miniprice.ca - Lenovo ThinkPad T440p 20AW0046US 14"" LED Notebook - Intel - Core i5 i5-4300M 2.6GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display (20AW0046US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T440p 20AW0046US 14 '' LED Notebook - Intel - Core i5 i5-4300M 2.6GHz - Black - 8 GB RAM - 180 GB SSD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1920 x 1080 Display
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8001XUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth (20A8001XUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8001XUS 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 180 GB SSD - Intel HD Graphics 4400 - Windows 8.1 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AM0066US 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro (20AM0066US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0066US 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad X240 20AM0064US 12.5"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13 (20AM0064US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0064US 12.5 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 256 GB SSD - Intel HD Graphics 4400 - Windows 8 Pro 64-bit - 13
"Miniprice.ca - Lenovo ThinkPad S1 Yoga 20CD002TUS Ultrabook/Tablet - 12.5"" - In-plane Switching (IPS) Technology - Wireless LAN - Intel Core i5 i5-4200U 1.60 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 8.1 Pro 64 (20CD002TUS)",Computer - PC 's - PC 's,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad S1 Yoga 20CD002TUS Ultrabook/Tablet - 12.5 '' - In-plane Switching ( IPS ) Technology - Wireless LAN - Intel Core i5 i5-4200U 1.60 GHz - Black - 4 GB RAM - 180 GB SSD - Windows 8.1 Pro 64
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A80043US 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth (20A80043US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A80043US 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad 20A8002QUS 14"" LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit (20A8002QUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20A8002QUS 14 '' LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 256 GB SSD - Intel HD 4400 Graphics - Windows 8.1 Pro 64-bit
"Miniprice.ca - Lenovo ThinkPad 20B6005LCA 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit (French) - 1366 x 768 Display (20B6005LCA)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad 20B6005LCA 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 500 GB HDD - Intel HD 4400 Graphics - Genuine Windows 7 Professional 64-bit ( French ) - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad T430u 86143KU 14"" LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics - Bluetooth - Finger Print Reader - Gen (86143KU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T430u 86143KU 14 '' LED Ultrabook - Intel - Core i5 i5-3427U 1.8GHz - Black 1366 x 768 HD Display - 4 GB RAM - 128 GB SSD - Intel HD 4000 Graphics - Bluetooth - Finger Print Reader - Gen
"Miniprice.ca - Lenovo ThinkPad W540 20BH002FUS 15.6"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA, Intel Quadro K1100M, HD Graphics 4600 - Windows 8 Pro 64-bit - 1926 (20BH002FUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad W540 20BH002FUS 15.6 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - NVIDIA , Intel Quadro K1100M , HD Graphics 4600 - Windows 8 Pro 64-bit - 1926"
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000RUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 1920 (20AW000RUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T440p 20AW000RUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 1920"
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0024US 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 192 (20BF0024US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T540p 20BF0024US 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 256 GB SSD - DVD-Writer - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 192"
"Miniprice.ca - Lenovo ThinkPad X240 20AM0055US 12.5"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth (20AM0055US)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM0055US 12.5 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro 64-bit - 1366 x 768 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad Helix 36984QU Ultrabook/Tablet - 11.6"" - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display (36984QU)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad Helix 36984QU Ultrabook/Tablet - 11.6 '' - Intel - Core i5 i5-3427U 1.8GHz - 4 GB RAM - 256 GB SSD - Genuine Windows 8 Pro 64-bit - Convertible - 1920 x 1080 Multi-touch Screen Display
"Miniprice.ca - Ordinateur portable Lenovo ThinkPad 782945F - 14"" LED - Core i5 i5-2540M 2,60 GHz - 1366 x 768 WXGA Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel - Windows 7 Professional - 11,50 Heure Batteri (782945F)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Ordinateur portable Lenovo ThinkPad 782945F - 14 '' LED - Core i5 i5-2540M 2,60 GHz - 1366 x 768 WXGA Affichage - 4Go RAM - 500Go HDD - Graveur DVD - Intel - Windows 7 Professional - 11,50 Heure Batteri"
"Miniprice.ca - Lenovo ThinkPad W540 20BG0012US 15.5"" LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - Windows 7 Professional 64-bit - 1926 x 1080 Display - Bluetooth (20BG0012US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad W540 20BG0012US 15.5 '' LED Notebook - Intel Core i7 i7-4800MQ 2.70 GHz - 8 GB RAM - 500 GB HDD - DVD-Writer - Windows 7 Professional 64-bit - 1926 x 1080 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad L440 20AT002TUS 14"" LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth (20AT002TUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad L440 20AT002TUS 14 '' LED Notebook - Intel Core i5 i5-4330M 2.80 GHz - 4 GB RAM - 500 GB HDD - DVD-Writer - Intel HD 4600 - Windows 7 Professional 64-bit - 1600 x 900 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad T540p 20BF0015US 15.6"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth (20BF0015US)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad T540p 20BF0015US 15.6 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 180 GB SSD - DVD-Writer - Windows 8 Pro 64-bit - 1920 x 1080 Display - Bluetooth
"Miniprice.ca - Lenovo ThinkPad X240 20AL009JUS 12.5"" Touchscreen LED (In-plane Switching (IPS) Technology) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro (20AL009JUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AL009JUS 12.5 '' Touchscreen LED ( In-plane Switching ( IPS ) Technology ) Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - Black - 4 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8 Pro
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8004AUS 14"" Touchscreen LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - B (20A8004AUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8004AUS 14 '' Touchscreen LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - 8 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 2560 x 1440 Display - B
"Miniprice.ca - Lenovo ThinkPad T440p 20AW000BUS 14"" LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA, Intel GeForce GT 730M, HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display (20AW000BUS)",Computer - Laptop computers - Laptop computers,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),"Lenovo ThinkPad T440p 20AW000BUS 14 '' LED Notebook - Intel Core i7 i7-4600M 2.90 GHz - Black - 4 GB RAM - 500 GB HDD - NVIDIA , Intel GeForce GT 730M , HD 4600 - Windows 8 Pro 64-bit - 1600 x 900 Display"
"Miniprice.ca - Lenovo ThinkPad X240 20AM009SUS 12.5"" LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display (20AM009SUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X240 20AM009SUS 12.5 '' LED Ultrabook - Intel Core i7 i7-4600U 2.10 GHz - Black - 8 GB RAM - 180 GB SSD - Intel HD 4400 - Windows 8.1 Pro 64-bit - 1366 x 768 Display
"Miniprice.ca - Lenovo ThinkPad X1 Carbon 20A8004CUS 14"" LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth (20A8004CUS)",Computer - Laptop computers - Ultrabooks,Lenovo,Add to your price watch See price history Submit an error on this page Read reviews ( 0 ),Lenovo ThinkPad X1 Carbon 20A8004CUS 14 '' LED Ultrabook - Intel Core i5 i5-4300U 1.90 GHz - 4 GB RAM - 240 GB SSD - Intel HD Graphics 4400 - Windows 8.1 Pro 64-bit - 1600 x 900 Display - Bluetooth
