<page title>,aspect ratio,audio,backlight,brightness,click image to enlarge,colours,contrast ratio,displayports,dvid ports,dynamic contrast ratio,ean,gross weight,hdmi ports,headphone jacks,height adjustment,horizontal viewing angle,input connector,input power source,keywords,line in jacks,manufacturer,model number,normal power consumption,package contents,package height,package length,package type,package width,pivot,pixel pitch,product code,product group,product height,product height without stand,product length,product length without stand,product name,product width,product width without stand,recommend resolution,response time,royal mail compliance,screen size,screen type,speakers,special features,standby power consumption,swivel lr,tilt angle,unit colour front,unit colour rear,unit colour stand,usb 20 downstream ports,usb 20 upstream ports,usb 30 downstream ports,usb 30 upstream ports,vertical viewing angle,vga ports,wall mount,warranty direct with manufacturer,web address,compliance,max resolution,net weight,screen features,upc,horizontal frequency range,vertical frequency range,view angle,energy star,viewable display area,unit colour,web camera,product weight,product weight without stand,audio outputs,operation environment,displayports out
"BENQ GL2450 24"" Wide TN LED Glossy Black Monitor (1920x1080/5ms/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£105.32
Â£126.39 inc VAT
92 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755031809.0,5.6Kg,,,,170Â°,,Power Lead,"Monitors, LCD, LED, LED Backlight, 24"", 5ms, Glossy Black, Senseye 3, Wall Mount, Widescreen, VESA",,BENQ,GL2450,34W,"Monitor, VGA Lead, Support Disk, Quick start guide, UK Power Lead",13cm,65cm,Retail,42cm,,0.276mm,NEX-106155,Monitors,436.49mm,,179.12mm,,"BENQ GL2450 24"" Wide TN LED Glossy Black Monitor (1920x1080/5ms/VGA/DVI-D)",579.39mm,,1920 x 1080,5ms,Not Compliant,"24""",TN,,"LED Technology, Senseye Human Vision Technology (plus Senseye 3), HDCP Support, OSD Language: 17 languages, Windows 7 compatible, K locker",,,-5Â°/15Â°,Glossy Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,"Energy Star, CE",1920 x 1080,4.1Kg,,,30KHz - 83KHz,50Hz - 76Hz,,,531.36mm x 298.89mm,,,,,,,
"AOC e2460Sh 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£105.14
Â£126.17 inc VAT
0 Available
Due: 30/11/15",16.7 Million,1000:1,,1.0,"20, 000, 000:1",4038986144735.0,5.65Kg,1.0,,,170Â°,,Power Lead,"Monitors, TN, LED, 24"", 16:9, 1920x1080, 1ms, HDMI, VESA, 5:4, DCB, Eco, e-Saver, i-Care, i-Menu, Kensington",1.0,AOC,E2460SH,25W,"Monitor, Manual, Support Disk, UK Power lead, VGA lead, DVI-D lead, Audio lead",13cm,62cm,Retail,47cm,,0.276mm,NEX-110146,Monitors,403.05mm,,219.3mm,,"AOC e2460Sh 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/VGA/DVI-D/HDMI)",565.4mm,,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,Integrated,"5:4 switch, DCB, Eco Mode, e-Saver, i-Care, i-Menu, Kensington Security Lock",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Gold, EuP, FCC, GOST, ISO 9241-307, NRTL, RoHS, TCO 5.0, TÃV-GS",,,Full HD,,30KHz - 83KHz,55Hz - 75Hz,,5.0,531.36mm x 298.89mm,,,,,,,
"BENQ BL2405HT 24"" Wide TN LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£134.68
Â£161.61 inc VAT
6 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"12, 000, 000:1",4718755049644.0,6.90Kg,1.0,1.0,110mm,170Â°,,Power Lead,"Monitor, 24, 16:9, 1920 x 1080, TN, LED, 2ms, HDMI, VESA, Swivel, Tilt, Pivot, Height Adjustment, Kensington, Flicker-free, Ultra-Flexible, Low Blue",1.0,BENQ,BL2405HT,42W,"Monitor, UK Power lead, VGA lead",23cm,68.4cm,Retail,42.2cm,90Â°,0.276mm,NEX-110814,Monitors,392mm - 502mm,350mm,213mm,,"BENQ BL2405HT 24"" Wide TN LED Black Multimedia Monitor (1920x1080/2ms/VGA/DVI/HDMI)",579mm,579mm,1920 x 1080,2ms (GTG),Not Compliant,"24""",TN,Integrated,"Flicker-free Backlight for Visual Pleasure, Low Blue Light Mode, Ultra-Flexible Height Adjustment System (HAS), 12, 000, 000:1 contrast ratio, 16:9 Aspect Ratio",0.3W,-45Â°/45Â°,-5Â°/15Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 5.2,1920 x 1080,5.10Kg,,,,,,,,,,,,,,
"ASUS VG248QE 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/HDMI/DP/DVI/3D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,350 cd/mÂ²,"Â£238.08
Â£285.70 inc VAT
42 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"80, 000, 000:1",4716659325178.0,8.1Kg,1.0,,Yes,170Â°,,Power Lead,"Monitors, 144Hz, 1ms, Full HD, 1920x1080, 350cd/mÂ², Tilt, Swivel pivot, Height adjustment, DisplayPort, Dual-link, DVI-D, HDMI, 2W, Stereo, Speakers",,ASUS,VG248QE,45W,"Monitor, Dual-link DVI cable, Audio cable, UK Power cord, Quick start guide, Support Disk, Warranty Card",22cm,66.5cm,Retail,40cm,Yes,0.2768mm,NEX-107745,Monitors,499.9mm,340mm,231mm,57.3mm,"ASUS VG248QE 24"" Widescreen LED Black Multimedia Monitor (1920x1080/1ms/HDMI/DP/DVI/3D)",569.4mm,569.4mm,1920 x 1080,1ms (GTG),Not Compliant,"24""",LCD,Integrated,"Ultra smooth action with 144Hz rapid refresh rate and 1ms (GTG) response time, A comfortable viewing experience with ergonomic tilt, swivel pivot, and height adjustment",0.5W,Yes,-5Â°/15Â°,Black,Black,Black,,,,,160Â°,,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSE, RoHS, UL/cUL, VCCI, WEEE, WHQL",1920 x 1080,5.5Kg,Full HD,886227325177.0,30KHz - 140KHz,50Hz - 144Hz,,Yes,,,,,,1.0,,
"ASUS VS229HA 21.5"" Widescreen VA LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£99.25
Â£119.10 inc VAT
76 Available
Available for next day delivery if ordered before 5pm",16.7 Million,3000:1,,1.0,"80, 000, 000:1",4716659565970.0,5.40Kg,1.0,1.0,,178Â°,,Power Lead,"Monitors, 21.5"", VA, LED, 16:9, Full HD, 1080P, 5ms, 5ms (GtG), HDMI, VESA, Wall Mounting",,ASUS,VS229HA,30W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick start guide",13cm,56.6cm,Retail,44.3cm,,0.248mm,NEX-109294,Monitors,387.22mm,315.18mm,200.63mm,48.4mm,"ASUS VS229HA 21.5"" Widescreen VA LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D)",514.1mm,514.1mm,1920 x 1080,5ms (GTG),Not Compliant,"21.5""",VA,,"Full HD with HDMI, 178Â°Ultra Wide Viewing Angle, Aspect Control function, Splendid Video Intelligence Technology",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"EAC logo, BSMI, CB, CCC, CE, CEL level 1, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSB, RoHS, TCO5.2, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.50Kg,Full HD,886227565979.0,30KHz - 83kHz,50Hz - 75Hz,,Yes,,,,,,,,
"ASUS VW199TL 19"" Widescreen LCD Black Multimedia Monitor (1440 x 900/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,CCFL,250 cd/mÂ²,"Â£100.54
Â£120.64 inc VAT
0 Available",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659250142.0,6.4Kg,,,100mm,170Â°,,Power Lead,"Monitors, LCD, 19"", 16:9, 5ms, VESA, VESA Wall Mounting, Wide Screen, Widescreen",1.0,ASUS,VW199TL/D,30W,"Monitor, 1 x DVI cable, 1 x VGA cable, UK Power cord, Support Disk, Quick Start Guide",20.5cm,59.5cm,Retail,37cm,Yes,0.283mm,NEX-111184,Monitors,364mm,295.70mm,213.92mm,64.6mm,"ASUS VW199TL 19"" Widescreen LCD Black Multimedia Monitor (1440 x 900/5ms/VGA/DVI)",444mm,444mm,1440 x 900,5ms,Not Compliant,"19""",LCD,Integrated,"Ergonomic design for personal visual comfort, Splendid Video Intelligence Technology",0.3W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"TCO5.0, UL/cUL, CB, CE, FCC, CCC, BSMI, Gost-R, C-Tick, VCCI, PSB, EK, J-MOSS, PSE, ISO13406-2, RoHS, Windows 7 WHQL",1440 x 900,5.1Kg,,,30KHz - 82KHz,56Hz - 76Hz,,,,,,,,,,
"BENQ BL2710PT 27"" Wide IPS LED Black Multimedia Monitor (2560x1440/4ms/VGA/DVI/DP/HDMI/USB) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 3W,LED,350 cd/mÂ²,"Â£347.87
Â£417.44 inc VAT
67 Available
Available for next day delivery if ordered before 5pm",1.07 billion,1000:1,1.0,1.0,,4718755045929.0,11.0Kg,1.0,1.0,150mm,178Â°,,Power Lead,"Monitor, 27, 16:9, 2560x1440, 4ms, IPS, CAD, CAM, HDMI, Speaker, USB 3.0, VESA, Swivel, Tilt, Pivot, High Adjustment, DPS, K Locker, Slim bezel",1.0,BENQ,BL2710PT,,"Monitor, UK Power lead, VGA lead, DVI lead, DisplayPort lead, HDMI lead, USB 3.0 lead",24.1cm,70.9cm,Retail,48.4cm,90Â°,0.2331mm,NEX-110813,Monitors,397mm - 525mm,380mm,259mm,72mm,"BENQ BL2710PT 27"" Wide IPS LED Black Multimedia Monitor (2560x1440/4ms/VGA/DVI/DP/HDMI/USB)",639mm,639mm,2560 x 1440,4ms (GTG),Not Compliant,"27""",IPS,Integrated,"27Â IPS Technology Panel 2560x1440 WQHD High Resolution, CAD/CAM Mode for Precision design, Auto Pivot and Desktop Partition, Slim Bezel for Dual monitor setup, Ultra-Flexible Height Adjustment System (HAS)",,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black,2.0,1.0,2.0,1.0,178Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,TCO 6.0,2560 x 1440,8.20Kg,,,,,,6.0,,,,,,,,
"ASUS VS239HV 23"" Widescreen IPS LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£127.34
Â£152.81 inc VAT
33 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"80, 000, 000:1",4716659447818.0,6.30Kg,1.0,,,178Â°,,Power Lead,"Monitors, 23"", IPS, LED, Full HD, 1080P, 5ms, 5ms (GtG), HDMI, VESA, Wall Mounting, Slim",,ASUS,VS239HV,22W,"Monitor, DVI lead, VGA lead, UK Power lead, Quick start guide",13cm,60.8cm,Retail,46cm,,0.2652mm,NEX-109295,Monitors,400.3mm,334mm,200mm,45mm,"ASUS VS239HV 23"" Widescreen IPS LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D)",552mm,552mm,1920 x 1080,5ms (GTG),Not Compliant,"23""",IPS,,"True-to-life Pictures Powered by LED, Full HD with HDMI, 178Â°Ultra Wide Viewing Angle, Aspect Control function, QuickFit Virtual Scale, Splendid Video Intelligence Technology",1W,,-5Â°/20Â°,Black,Black,Black,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, CEL level 1, C-Tick, ErP, FCC, Gost-R, J-MOSS, PSB, RoHS, TCO5.2, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.90Kg,Full HD,886227447817.0,30Hz - 83Hz,50Hz - 75Hz,,,,,,,,,,
"ASUS VN279QLB 27"" Widescreen LED Black Multimedia Monitor (1920x1080/5ms/HDMI/MHL/VGA/DP) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 2W,LED,300 cd/mÂ²,"Â£250.85
Â£301.02 inc VAT
1 Available
Available for next day delivery if ordered before 5pm",16.7 Million,3000:1,1.0,,"100, 000, 000:1",4716659456773.0,8.30Kg,1.0,1.0,110mm,178Â°,,Power Lead,"Monitors, 27"", 1920x1080, 16:9, 5ms, 5ms (GtG), Speakers, HDMI, HDMI/MHL, DisplayPort, MHL, Full HD, USB 3.0",1.0,ASUS,VN279QLB,35W,"Monitor, VGA lead, Audio lead, UK Power cord, USB 3.0 lead, Quick start guide",20cm,71.5cm,Retail,44.9cm,90Â°,0.311mm,NEX-109311,Monitors,526mm,,225.5mm,,"ASUS VN279QLB 27"" Widescreen LED Black Multimedia Monitor (1920x1080/5ms/HDMI/MHL/VGA/DP)",619.2mm,,1920 x 1080,5ms (GTG),Not Compliant,"27""",LCD,Integrated,"Super narrow frame, Full HD with DisplayPort and HDMI inputs, Splendid Video Intelligence Technology, VividPixel Technology for Best Picture Quality, MHL (Mobile High-Definition Link) for Enhanced Viewing from Mobile to Monitor",0.5W,+/-160Â°,-5Â°/22Â°,Black,Black,Black,,,2.0,1.0,178Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"EAC logo, BSMI, CB, CCC, CE, CEL level 1, C-Tick, CU, FCC, ISO-9241-307, J-MOSS, PSE, RoHS, TCO6.0, TUV-GS, UkrSEPRO, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,6.10Kg,Full HD,886227456772.0,31.5KHz - 67.5KHz,56Hz - 75Hz,,6.0,,,,,,,,
"ASUS VW24ATLR 24"" Widescreen TN LED Black Multimedia Monitor (1920x1080/5ms/VGA/DVI/Human Sensor) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,300 cd/mÂ²,"Â£171.71
Â£206.05 inc VAT
5 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"100, 000, 000:1",4716659641636.0,8.50Kg,,,110mm,170Â°,,Power Lead,"Monitors, 24"", 16:9, TN, LED, LCD, Speakers, Human Sensor, Swivel, Pivot, Height, VESA, Kensington",1.0,ASUS,VW24ATLR,23.2W,"Monitor, DVI lead, VGA lead, Audio lead, UK Power lead, Quick start guide",20.3cm,69cm,Retail,42.3cm,90Â°,0.2715mm,NEX-110419,Monitors,378.8mm,346.8mm,224.8mm,61.5mm,"ASUS VW24ATLR 24"" Widescreen TN LED Black Multimedia Monitor (1920x1080/5ms/VGA/DVI/Human Sensor)",568.4mm,568.4mm,1920 x 1080,5ms,Not Compliant,"24""",TN,Integrated,"Energy Saving and Information Security with Built-in Human Sensor, QuickFit Virtual Scale Function, Versatile Comfort with Ergonomic Design",0.5W,+160Â°/-160Â°,-5Â°/22Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, ErP, FCC, J-MOSS, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7), Green ASUS",1920 x 1080,5.70Kg,Full HD,886227641635.0,30KHz - 80KHz,50Hz - 76Hz,,,,,,,,,,
"AOC i2367Fm 23"" Widescreen IPS Black/Silver Multimedia Monitor (1920x1080/6ms/VGA/2xHDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,Integrated,LED,250 cd/mÂ²,"Â£114.62
Â£137.55 inc VAT
3 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986144186.0,5.73Kg,2.0,1.0,,178Â°,,Power Lead,"Monitors, IPS, 23"", 16:9, 6ms, IPS, HDMI, LED, LED Backlight, Widescreen",1.0,AOC,I2367FM,33W,"Monitor, UK Power Lead, VGA Lead, HDMI Lead, Audid Lead, Driver CD",13cm,61cm,Retail,40cm,,0.265mm,NEX-109197,Monitors,394.4mm,,120.6mm,,"AOC i2367Fm 23"" Widescreen IPS Black/Silver Multimedia Monitor (1920x1080/6ms/VGA/2xHDMI)",531.4mm,,1920 x 1080,5ms,Not Compliant,"23""",IPS,,"Eco Mode, e-Saver, i-Menu, Kensington Security Lock, Screen+",0.5W,,-5Â°/15Â°,Silver and Black,Black,Silver and Black,,,,,178Â°,1.0,,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EuP, FCC, GOST, ISO 9241-307, NRTL, RoHS, TCO 5.0, TUV-Bauart",1920 x 1080,3.75Kg,,,30Hz - 80Hz,50Hz - 76Hz,,5.0,509.76mm x 286.74mm,,,,,,,
"AOC q2770Pqu 27"" Widescreen S-PLS LED Black Multimedia Monitor (2560x1440/5ms/VGA/DVI-D/HDMI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£342.94
Â£411.52 inc VAT
151 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"20, 000, 000:1",4038986183871.0,10.6Kg,1.0,,130mm,178Â°,,Power Lead,"Monitors, Super PLS, WQHD, 2560 x 1440, VGA, DVI-D, HDMI, DisplayPort, Speakers, USB, Height Adjustment, Swivel, Pivot",1.0,AOC,Q2770PQU,27.65W,"Monitor, UK Power lead, VGA lead, DVI-D lead, Audio lead",22cm,75cm,Retail,49cm,Yes,0.311mm,NEX-109434,Monitors,558mm,,245mm,,"AOC q2770Pqu 27"" Widescreen S-PLS LED Black Multimedia Monitor (2560x1440/5ms/VGA/DVI-D/HDMI)",642mm,,2560 x 1440,5ms,Not Compliant,"27""",S-PLS,Integrated,"Height Adjustment, Eco Mode, e-Saver, i-Menu, Kensington Security Lock, screen+, VESA 100mm",0.5W,Yes,-5Â°/25Â°,Black,Black,Black,2.0,1.0,2.0,1.0,178Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, EPEAT Silver, EuP, FCC, GOST, ISO 9024-307, NRTL, RoHS, TCO 6.0, TÃV-GS",2560 x 1440,,,,30kHz - 83kHz,55Hz - 75Hz,,6.0,597.89mm x 336.31mm,,,7.5Kg,,,,
"AOC i2476Vwm 23.6"" Widescreen IPS Black/Silver Monitor (1920x1080/5ms/VGA/HDMI/MHL) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£110.83
Â£133.00 inc VAT
35 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,,"50, 000, 000:1",4038986144445.0,5.30Kg,1.0,,,178Â°,,Power Lead,"Monitor, 23.6, IPS, 1920x1080, 5ms, VGA, HDMI, Eco, e-Saver, i-Menu, Kensington, MHL, screen+, VESA",,AOC,I2476VWM,26W,"Monitor, UK Power lead, VGA lead, HDMI lead, Audio lead, Support Disk",14cm,63cm,Retail,49cm,,0.2715mm,NEX-110603,Monitors,427.8mm,,183.4mm,,"AOC i2476Vwm 23.6"" Widescreen IPS Black/Silver Monitor (1920x1080/5ms/VGA/HDMI/MHL)",558.1mm,,1920 x 1080,5ms (GTG),Not Compliant,"23.6""",IPS,,"Audio out, Eco Mode, e-Saver, i-Menu, Kensington Security Lock, MHL, screen+, VESA 100mm",0.5W,,-4/21.5Â°,Black,Black,Black and Silver,,,,,178Â°,1.0,VESA 100mm x 100mm,3 Years on site swap (UK and Ireland),www.aoc-europe.com,"CE, cTUVus, EPEAT Silver, EuP, GOST, ISO 9241-307, RoHS, TCO 6.0, TÃV-Bauart",1920 x 1080,,Full HD,,30KHz - 83KHz,50Hz - 76Hz,,6.0,521.28mm x 293.22mm,,,5.33Kg,,1.0,,
"ASUS MB168B+ 15.6"" Widescreen LED Black USB Monitor (1920 x 1080/11ms/USB) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£160.54
Â£192.64 inc VAT
45 Available
Available for next day delivery if ordered before 5pm",,600:1,,,,4716659531876.0,2.00Kg,,,,140Â°,,USB,"Monitors, LCD, LED, USB, USB 3.0, USB Power, 15.6"", 16:9, 1920x1080, Full HD",,ASUS,MB168B+,5W,"Monitor, ASUS Smart Case, USB 3.0 cable, Quick start guide, Support Disk",8cm,46.5cm,Retail,31cm,,0.179mm,NEX-109301,Monitors,236mm,,8mm,,"ASUS MB168B+ 15.6"" Widescreen LED Black USB Monitor (1920 x 1080/11ms/USB)",379mm,,1920 x 1080,11ms,Not Compliant,"15.6""",LCD,,"15.6-inch Full HD portable USB-powered monitor with a single USB 3.0 cable for power and data transmission, Worlds slimmest and lightest USB monitor with a sleek and metallic finish, Auto-rotating display bundled with the ASUS Smart Case",0.0W,,,Black,Silver,Black,,,,,120Â°,,,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, CU, FCC, PSE, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 7)",1920 x 1080,0.80Kg,Full HD,886227531875.0,,,,,,,,,,,,
"BENQ XL2420Z 24"" Wide LED Black Monitor (1920x1080/1ms/VGA/DVI/2xHDMI/DP/3D-ready) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,350 cd/mÂ²,"Â£305.11
Â£366.13 inc VAT
199 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,1.0,1.0,"12, 000, 000:1",4718755051562.0,9.2Kg,2.0,1.0,130mm,170Â°,,Power Lead,"Monitors, 24"", 16:9, 1920 x 1080, 1ms, HDMI, DisplayPort, Flicker-free, Senseye, HDCP, VESA, Swivel, Tilt, Pivot, High Adjustment, K Locker, 3D, NVIDIA, 3D Vision 2",,BENQ,XL2420Z,24W,"Monitor, UK Power lead",23.3cm,65.2cm,Retail,45.6cm,90Â°,0.276mm,NEX-109912,Monitors,516mm,337mm,149mm,62mm,"BENQ XL2420Z 24"" Wide LED Black Monitor (1920x1080/1ms/VGA/DVI/2xHDMI/DP/3D-ready)",571mm,571mm,1920 x 1080,1ms (GTG),Not Compliant,"24""",TN,,"Gaming is in the details, Motion Blur Reduction, Low Blue Light, The Black eQualizer, Specially Designed S Switch for Swift Control and Navigation, Intuitive UI for Easy Navigation, NVIDIA 3D Vision 2",0.5W,-45Â°/45Â°,-5Â°/20Â°,Black,Black,Black and Red,3.0,1.0,,,160Â°,1.0,VESA 100mm x 100mm,2 years on-site SWAP,www.benq.co.uk,,,,"Full HD, NVIDIA 3D Vision 2 Ready",,,,,,,,,,,,,
"ASUS VS228HR 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,,LED,250 cd/mÂ²,"Â£99.25
Â£119.10 inc VAT
53 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"50, 000, 000:1",4716659480235.0,5.90Kg,1.0,1.0,,170Â°,,Power Lead,"Monitors, 21.5"", 16:9, 1920x1080, 1080p, 5ms, HDMI, VESA, Full HD, LED, LCD",,ASUS,VS228HR,21W,"Monitor, DVI-D cable, VGA cable, UK Power lead, Quick start guide",13cm,55.6cm,Retail,44.3cm,,0.248mm,NEX-108755,Monitors,386.3mm,,200mm,,"ASUS VS228HR 21.5"" Widescreen LED Black Monitor (1920x1080/5ms/HDMI/VGA/DVI-D)",514.1mm,,1920 x 1080,5ms,Not Compliant,"21.5""",LCD,,"Superior Image Quality Meets Classic Design, True-to-life Pictures Powered by LED, Full HD with HDMI, Splendid Video Intelligence Technology, Aspect Control function",0.5W,,-5Â°/20Â°,Black,Black,Black,,,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CCC, CE, C-Tick, EK, EPEAT (Gold) by region, ErP, FCC, Gost-R, J-MOSS, PSB, PSE, RoHS, UL/cUL, VCCI, WEEE, WHQL (Windows 8, Windows 7)",1920 x 1080,3.80Kg,Full HD,886227480234.0,30kHz - 80kHz,50Hz - 75Hz,,5.0,,,,,,,,
"ASUS VE228TLB 21.5"" Widescreen LED Black Multimedia Monitor (1920x1080/5ms/VGA/DVI) : Monitors : Monitors : Nexus Technology UK, Colchester, Essex",16:9,2 x 1W,LED,250 cd/mÂ²,"Â£131.17
Â£157.41 inc VAT
7 Available
Available for next day delivery if ordered before 5pm",16.7 Million,1000:1,,1.0,"80, 000, 000:1",4716659283799.0,7.00Kg,,,Yes,170Â°,,Power Lead,"Monitors, LCD, LED, Full HD, 1080p, 5ms, 21.5"", 16:9, Speakers, Stereo, USB, Tilt, Swivel, Pivot, Height Adjustment, VESA, 100x100mm, Kensington lock",1.0,ASUS,VE228TLB,35W,"Monitor, DVI lead, VGA lead, Audio lead, UK Power cord, USB lead, Quick start guide",21cm,66cm,Retail,37cm,90Â°,0.248mm,NEX-109070,Monitors,364.07mm,,213.93mm,,"ASUS VE228TLB 21.5"" Widescreen LED Black Multimedia Monitor (1920x1080/5ms/VGA/DVI)",512.84mm,,1920 x 1080,5ms,Not Compliant,"21.5""",LCD,Integrated,"True-to-life Pictures Powered by LED, Full HD 1080p for High-resolution Digital Content Display, Versatile position for personal visual comfort, Advanced Video Technologies for Exceptional Visuals, Splendid Video Intelligence Technology",0.5W,+45Â°/-45Â°,-5Â°/15Â°,Black,Black,Black,2.0,1.0,,,160Â°,1.0,VESA 100mm x 100mm,3 Years On Site,www.asus.com,"BSMI, CB, CE, CEL level 2, C-Tick, FCC, Gost-R, ISO-9241-307, TCO5.2, UL/cUL, VCCI, Hygenic",1920 x 1080,4.80Kg,Full HD,886227283798.0,30kHz - 80kHz,55Hz - 75Hz,,,,,,,,,,
