negozio_id,capo_personale_id,indirizzo_id,indirizzo,indirizzo2,distretto,città_id,codice_postale,telefono
2,2,407,1346 Mysore Drive,,Bretagne,92,61507.0,516647474029.0
2,2,191,140 Chiayi Parkway,,Sumy,506,38982.0,855863906434.0
1,1,266,862 Xintai Lane,,Cagayan Valley,548,30065.0,265153400632.0
2,2,359,519 Nyeri Manor,,São Paulo,461,37650.0,764680915323.0
1,1,234,1256 Bislig Boulevard,,Botosani,86,50598.0,479007229460.0
1,1,283,457 Tongliao Loop,,Bursa,222,56254.0,880756161823.0
2,2,436,287 Cuautla Boulevard,,Chuquisaca,501,72736.0,82619513349.0
1,1,503,1416 San Juan Bautista Tuxtepec Avenue,,Zufar,444,50592.0,144206758053.0
2,2,309,827 Yuncheng Drive,,Callao,99,79047.0,504434452842.0
2,2,19,419 Iligan Lane,,Madhya Pradesh,76,72878.0,990911107354.0
1,1,251,1473 Changhwa Parkway,,Mxico,124,75933.0,266798132374.0
2,2,201,817 Bradford Loop,,Ji´angsu,109,89459.0,264286442804.0
2,2,145,928 Jaffna Loop,,Hiroshima,172,93762.0,581852137991.0
1,1,383,686 Donostia-San Sebastián Lane,,Guangdong,471,97390.0,71857599858.0
2,2,129,569 Baicheng Lane,,Gauteng,85,60304.0,490211944645.0
2,2,99,1697 Tanauan Lane,,Punjab,399,22870.0,4764773857.0
2,2,67,1214 Hanoi Way,,Nebraska,306,67055.0,491001136577.0
2,2,202,955 Bamenda Way,,Ondo & Ekiti,218,1545.0,768481779568.0
2,2,185,682 Garden Grove Place,,Tennessee,333,67497.0,72136330362.0
1,1,508,496 Celaya Drive,,Nagano,552,90797.0,759586584889.0
1,1,449,1289 Belém Boulevard,,Tartumaa,530,88306.0,237368926031.0
2,2,85,320 Baiyin Parkway,,Mahajanga,319,37307.0,223664661973.0
2,2,179,431 Xi´angtan Avenue,,Kerala,18,4854.0,230250973122.0
2,2,148,1027 Songkhla Manor,,Minsk,340,30861.0,563660187896.0
2,2,231,430 Alessandria Loop,,Saarland,439,47446.0,669828224459.0
1,1,339,503 Sogamoso Loop,,Sumqayit,505,49812.0,834626715837.0
1,1,559,1917 Kumbakonam Parkway,,Vojvodina,368,11892.0,698182547686.0
2,2,98,152 Kitwe Parkway,,Caraga,82,53182.0,835433605312.0
2,2,521,568 Dhule (Dhulia) Loop,,Coquimbo,127,92568.0,602101369463.0
1,1,592,1923 Stara Zagora Lane,,Nantou,546,95179.0,182178609211.0
1,1,225,1926 Gingoog Street,,Sisilia,511,22824.0,469738825391.0
1,1,94,1952 Chatsworth Drive,,Guangdong,332,25958.0,991562402283.0
2,2,101,1599 Plock Drive,,Tete,534,71986.0,817248913162.0
1,1,414,1936 Lapu-Lapu Parkway,,Bauchi & Gombe,141,7122.0,653436985797.0
1,1,487,1785 São Bernardo do Campo Street,,Veracruz,125,71182.0,684529463244.0
2,2,591,773 Dallas Manor,,Buenos Aires,424,12664.0,914466027044.0
1,1,27,1780 Hino Boulevard,,Liepaja,303,7716.0,902731229323.0
2,2,84,1888 Kabul Drive,,Oyo & Osun,217,20936.0,701457319790.0
1,1,527,1993 0 Loop,,Liaoning,588,41214.0,25865528181.0
1,1,316,746 Joliet Lane,,Kursk,286,94878.0,688485191923.0
1,1,595,1074 Sanaa Parkway,,Loja,311,22474.0,154124128457.0
2,2,198,345 Oshawa Boulevard,,Tokyo-to,204,32114.0,104491201771.0
2,2,381,1618 Olomouc Manor,,Kurgan,285,26385.0,96846695220.0
2,2,498,319 Plock Parkway,,Istanbul,504,26101.0,854259976812.0
1,1,551,182 Nuku´alofa Drive,,Sumy,275,15414.0,426346224043.0
2,2,595,1074 Sanaa Parkway,,Loja,311,22474.0,154124128457.0
1,1,461,1889 Valparai Way,,Ziguinchor,600,75559.0,670370974122.0
1,1,371,1912 Emeishan Drive,,Balikesir,50,33050.0,99883471275.0
1,1,267,816 Cayenne Parkway,,Manab,414,93629.0,282874611748.0
1,1,59,1697 Kowloon and New Kowloon Loop,,Moskova,49,57807.0,499352017190.0
2,2,222,1168 Najafabad Parkway,,Kabol,251,40301.0,886649065861.0
1,1,69,698 Otsu Street,,Cayenne,105,71110.0,409983924481.0
1,1,557,1407 Pachuca de Soto Place,,Rio Grande do Sul,21,26284.0,380077794770.0
1,1,571,1746 Faaa Way,,Huánuco,214,32515.0,863080561151.0
1,1,296,1936 Cumaná Avenue,,Virginia,433,61195.0,976798660411.0
2,2,125,211 Chiayi Drive,,Uttar Pradesh,164,58186.0,665993880048.0
1,1,412,1639 Saarbrücken Drive,,North West,437,9827.0,328494873422.0
2,2,387,401 Sucre Boulevard,,New Hampshire,322,25007.0,486395999608.0
1,1,418,126 Acuña Parkway,,West Bengali,71,58888.0,480039662421.0
2,2,299,32 Pudukkottai Lane,,Ohio,140,38834.0,967274728547.0
1,1,415,432 Garden Grove Street,,Ontario,430,65630.0,615964523510.0
2,2,271,1587 Loja Manor,,Salzburg,447,5410.0,621625204422.0
1,1,312,1354 Siegen Street,,Rio de Janeiro,25,80184.0,573441801529.0
1,1,137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401.0,321944036800.0
1,1,110,1867 San Juan Bautista Tuxtepec Avenue,,Ivanovo,225,78311.0,547003310357.0
2,2,100,1308 Arecibo Way,,Georgia,41,30695.0,6171054059.0
1,1,130,1666 Qomsheh Drive,,São Paulo,410,66255.0,582835362905.0
1,1,95,1370 Le Mans Avenue,,Brunei and Muara,53,52163.0,345679835036.0
1,1,532,1427 Tabuk Place,,Florida,101,31342.0,214756839122.0
2,2,35,33 Gorontalo Way,,West Bengali,257,30348.0,745994947458.0
1,1,243,47 Syktyvkar Lane,,West Java,118,22236.0,63937119031.0
1,1,420,992 Klerksdorp Loop,,Utrecht,23,33711.0,855290087237.0
1,1,397,614 Pak Kret Street,,Addis Abeba,6,27796.0,47808359842.0
2,2,509,786 Matsue Way,,Illinois,245,37469.0,111177206479.0
2,2,105,733 Mandaluyong Place,,Asir,2,77459.0,196568435814.0
2,2,534,486 Ondo Parkway,,Benguela,67,35202.0,105882218332.0
1,1,600,1837 Kaduna Parkway,,Inner Mongolia,241,82580.0,640843562301.0
2,2,488,698 Jelets Boulevard,,Denizli,142,2596.0,975185523021.0
2,2,532,1427 Tabuk Place,,Florida,101,31342.0,214756839122.0
1,1,214,751 Lima Loop,,Aden,7,99405.0,756460337785.0
1,1,520,1778 Gijón Manor,,Hubei,594,35156.0,288910576761.0
2,2,86,927 Bahía Blanca Parkway,,Krim,479,9495.0,821972242086.0
2,2,137,261 Saint Louis Way,,Coahuila de Zaragoza,541,83401.0,321944036800.0
1,1,77,1947 Poços de Caldas Boulevard,,Chiayi,114,60951.0,427454485876.0
1,1,236,885 Yingkou Manor,,Kaduna,596,31390.0,588964509072.0
1,1,570,415 Pune Avenue,,Shandong,580,44274.0,203202500108.0
2,2,495,656 Matamoros Drive,,Boyac,487,19489.0,17305839123.0
2,2,132,1050 Garden Grove Avenue,,Slaskie,236,4999.0,973047364353.0
1,1,351,1157 Nyeri Loop,,Adygea,320,56380.0,262744791493.0
1,1,424,1948 Bayugan Parkway,,Bihar,264,60622.0,987306329957.0
1,1,470,1088 Ibirité Place,,Jalisco,595,88502.0,49084281333.0
2,2,465,734 Tanshui Avenue,,Caquet,170,70664.0,366776723320.0
1,1,232,754 Valencia Place,,Phnom Penh,406,87911.0,594319417514.0
2,2,149,999 Sanaa Loop,,Gauteng,491,3439.0,918032330119.0
1,1,328,479 San Felipe del Progreso Avenue,,Morelos,130,54949.0,869051782691.0
2,2,80,602 Paarl Street,,Pavlodar,402,98889.0,896314772871.0
2,2,10,1795 Santiago de Compostela Way,,Texas,295,18743.0,860452626434.0
1,1,554,947 Tórshavn Place,,Central Luzon,528,841.0,50898428626.0
1,1,536,166 Jinchang Street,,Buenos Aires,165,86760.0,717566026669.0
2,2,52,909 Garland Manor,,Tatarstan,367,69367.0,705800322606.0
1,1,263,532 Toulon Street,,Santiago,460,69517.0,46871694740.0
2,2,15,1542 Tarlac Parkway,,Kanagawa,440,1027.0,635297277345.0
2,2,90,870 Ashqelon Loop,,Songkhla,489,84931.0,135117278909.0
2,2,369,817 Laredo Avenue,,Jalisco,188,77449.0,151249681135.0
2,2,394,753 Ilorin Avenue,,Sichuan,157,3656.0,464511145118.0
1,1,466,118 Jaffna Loop,,Northern Mindanao,182,10447.0,325526730021.0
2,2,292,1993 Tabuk Lane,,Tamil Nadu,522,64221.0,648482415405.0
1,1,81,1692 Ede Loop,,São Paulo,30,9223.0,918711376618.0
2,2,30,18 Duisburg Boulevard,,,121,58327.0,998009777982.0
1,1,441,983 Santa Fé Way,,British Colombia,565,47472.0,145720452260.0
1,1,496,775 Šostka Drive,,al-Daqahliya,337,22358.0,171973024401.0
2,2,325,1892 Nabereznyje Tšelny Lane,,Tutuila,516,28396.0,478229987054.0
1,1,99,1697 Tanauan Lane,,Punjab,399,22870.0,4764773857.0
1,1,141,1749 Daxian Place,,Gelderland,29,11044.0,963369996279.0
2,2,159,185 Novi Sad Place,,Bern,72,41778.0,904253967161.0
2,2,236,885 Yingkou Manor,,Kaduna,596,31390.0,588964509072.0
1,1,249,300 Junan Street,,Kyonggi,553,81314.0,890289150158.0
1,1,432,259 Ipoh Drive,,São Paulo,189,64964.0,419009857119.0
1,1,354,953 Hodeida Street,,Southern Tagalog,221,18841.0,53912826864.0
2,2,51,686 Garland Manor,,Cear,247,52535.0,69493378813.0
2,2,573,1407 Surakarta Manor,,Moskova,466,33224.0,324346485054.0
2,2,239,98 Stara Zagora Boulevard,,Valle,96,76448.0,610173756082.0
2,2,112,1002 Ahmadnagar Manor,,Mxico,213,93026.0,371490777743.0
2,2,95,1370 Le Mans Avenue,,Brunei and Muara,53,52163.0,345679835036.0
2,2,568,1342 Sharja Way,,Sokoto & Kebbi & Zam,488,93655.0,946114054231.0
1,1,293,86 Higashiosaka Lane,,Guanajuato,563,33768.0,957128697225.0
2,2,352,1673 Tangail Drive,,Daugavpils,137,26857.0,627924259271.0
1,1,426,1661 Abha Drive,,Tamil Nadu,416,14400.0,270456873752.0
1,1,379,1133 Rizhao Avenue,,Pernambuco,572,2800.0,600264533987.0
2,2,109,454 Nakhon Sawan Boulevard,,Funafuti,173,76383.0,963887147572.0
2,2,273,1519 Ilorin Place,,Kerala,395,49298.0,357445645426.0
2,2,376,1061 Ede Avenue,,Southern Tagalog,98,57810.0,333390595558.0
2,2,197,447 Surakarta Loop,,Nyanza,271,10428.0,940830176580.0
1,1,26,28 Charlotte Amalie Street,,Rabat-Sal-Zammour-Z,443,37551.0,161968374323.0
2,2,574,502 Mandi Bahauddin Parkway,,Anzotegui,55,15992.0,618156722572.0
1,1,206,642 Nador Drive,,Maharashtra,77,3924.0,369050085652.0
2,2,577,1501 Pangkal Pinang Avenue,,Mazowieckie,409,943.0,770864062795.0
2,2,75,492 Cam Ranh Street,,Eastern Visayas,61,50805.0,565018274456.0
2,2,143,1029 Dzerzinsk Manor,,Ynlin,542,57519.0,33173584456.0
2,2,115,1378 Alvorada Avenue,,Distrito Federal,102,75834.0,272234298332.0
2,2,411,264 Bhimavaram Manor,,St Thomas,111,54749.0,302526949177.0
1,1,161,1386 Nakhon Sawan Boulevard,,Pyongyang-si,420,53502.0,368899174225.0
1,1,78,1206 Dos Quebradas Place,,São Paulo,431,20207.0,241832790687.0
2,2,68,1966 Amroha Avenue,,Sichuan,139,70385.0,333489324603.0
1,1,210,1304 ´s-Hertogenbosch Way,,Santa Catarina,83,10925.0,90336226227.0
2,2,250,829 Grand Prairie Way,,Paraná,328,6461.0,741070712873.0
2,2,301,951 Stara Zagora Manor,,Punjab,400,98573.0,429925609431.0
2,2,248,582 Papeete Loop,,Central Visayas,294,27722.0,569868543137.0
1,1,460,659 Gatineau Boulevard,,La Paz,153,28587.0,205524798287.0
1,1,253,1760 Oshawa Manor,,Tianjin,535,38140.0,56257502250.0
1,1,385,1642 Charlotte Amalie Drive,,Slaskie,549,75442.0,821476736117.0
2,2,196,9 San Miguel de Tucumán Manor,,Uttar Pradesh,169,90845.0,956188728558.0
1,1,25,262 A Coruña (La Coruña) Parkway,,Dhaka,525,34418.0,892775750063.0
1,1,90,870 Ashqelon Loop,,Songkhla,489,84931.0,135117278909.0
2,2,55,1135 Izumisano Parkway,,California,171,48150.0,171822533480.0
1,1,17,270 Amroha Parkway,,Osmaniye,384,29610.0,695479687538.0
1,1,335,587 Benguela Manor,,Illinois,42,91590.0,165450987037.0
1,1,488,698 Jelets Boulevard,,Denizli,142,2596.0,975185523021.0
1,1,261,51 Laredo Avenue,,Sagaing,342,68146.0,884536620568.0
2,2,78,1206 Dos Quebradas Place,,São Paulo,431,20207.0,241832790687.0
1,1,392,514 Ife Way,,Shaba,315,69973.0,900235712074.0
1,1,3,23 Workhaven Lane,,Alberta,300,,14033335568.0
2,2,212,624 Oshawa Boulevard,,West Bengali,51,89959.0,49677664184.0
2,2,386,1368 Maracaíbo Boulevard,,,493,32716.0,934352415130.0
2,2,17,270 Amroha Parkway,,Osmaniye,384,29610.0,695479687538.0
1,1,238,346 Skikda Parkway,,Hawalli,233,90628.0,630424482919.0
1,1,269,446 Kirovo-Tšepetsk Lane,,Osaka,203,19428.0,303967439816.0
2,2,154,781 Shimonoseki Drive,,Michoacn de Ocampo,202,95444.0,632316273199.0
2,2,62,1114 Liepaja Street,,Sarawak,282,69226.0,212869228936.0
1,1,486,64 Korla Street,,Mwanza,347,25145.0,510383179153.0
2,2,87,929 Tallahassee Loop,,Gauteng,497,74671.0,800716535041.0
2,2,425,1866 al-Qatif Avenue,,California,155,89420.0,546793516940.0
1,1,127,117 Boa Vista Way,,Uttar Pradesh,566,6804.0,677976133614.0
1,1,87,929 Tallahassee Loop,,Gauteng,497,74671.0,800716535041.0
1,1,126,1175 Tanauan Way,,Lima,305,64615.0,937222955822.0
1,1,235,954 Kimchon Place,,West Bengali,559,42420.0,541327526474.0
1,1,60,1668 Saint Louis Place,,Tahiti,397,39072.0,347487831378.0
2,2,582,1568 Celaya Parkway,,Kaohsiung,168,34750.0,278669994384.0
1,1,170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901.0,843801144113.0
1,1,14,1531 Salé Drive,,Esfahan,162,53628.0,648856936185.0
1,1,24,1688 Okara Way,,Nothwest Border Prov,327,21954.0,144453869132.0
2,2,34,1668 Anápolis Street,,Taipei,316,50199.0,525255540978.0
2,2,262,771 Yaoundé Manor,,Sofala,64,86768.0,245477603573.0
1,1,361,45 Aparecida de Goiânia Place,,Madhya Pradesh,464,7431.0,650496654258.0
1,1,365,1009 Zanzibar Lane,,Arecibo,32,64875.0,102396298916.0
2,2,420,992 Klerksdorp Loop,,Utrecht,23,33711.0,855290087237.0
1,1,297,1192 Tongliao Street,,Sharja,470,19065.0,350970907017.0
2,2,205,68 Molodetšno Manor,,Nordrhein-Westfalen,575,4662.0,146640639760.0
2,2,550,1715 Okayama Street,,São Paulo,485,55676.0,169352919175.0
2,2,510,48 Maracaíbo Place,,Central Luzon,519,1570.0,82671830126.0
1,1,444,231 Kaliningrad Place,,Lombardia,70,57833.0,575081026569.0
2,2,178,1848 Salala Boulevard,,Miranda,373,25220.0,48265851133.0
1,1,51,686 Garland Manor,,Cear,247,52535.0,69493378813.0
2,2,523,608 Birgunj Parkway,,Taipei,116,400.0,627425618482.0
2,2,351,1157 Nyeri Loop,,Adygea,320,56380.0,262744791493.0
1,1,448,614 Denizli Parkway,,Rio Grande do Sul,486,29444.0,876491807547.0
1,1,106,659 Vaduz Drive,,Ha Darom,34,49708.0,709935135487.0
2,2,76,89 Allappuzha (Alleppey) Manor,,National Capital Reg,517,75444.0,255800440636.0
2,2,375,1049 Matamoros Parkway,,Karnataka,191,69640.0,960505250340.0
2,2,203,1149 A Coruña (La Coruña) Boulevard,,Haiphong,194,95824.0,470884141195.0
2,2,427,1557 Cape Coral Parkway,,Hubei,293,46875.0,368284120423.0
1,1,129,569 Baicheng Lane,,Gauteng,85,60304.0,490211944645.0
2,2,450,203 Tambaram Street,,Buenos Aires,161,73942.0,411549550611.0
1,1,507,1197 Sokoto Boulevard,,West Bengali,478,87687.0,868602816371.0
1,1,215,1333 Haldia Street,,Jilin,174,82161.0,408304391718.0
1,1,387,401 Sucre Boulevard,,New Hampshire,322,25007.0,486395999608.0
2,2,544,183 Haiphong Street,,Jilin,46,69953.0,488600270038.0
1,1,399,331 Bydgoszcz Parkway,,Asturia,181,966.0,537374465982.0
2,2,541,195 Ilorin Street,,Chari-Baguirmi,363,49250.0,8912935608.0
2,2,286,1308 Sumy Loop,,Fujian,175,30657.0,583021225407.0
2,2,597,32 Liaocheng Way,,Minas Gerais,248,1944.0,410877354933.0
2,2,553,1421 Quilmes Lane,,Ishikawa,260,19151.0,135407755975.0
2,2,603,1103 Quilmes Boulevard,,Piura,503,52137.0,644021380889.0
1,1,440,722 Bradford Lane,,Shandong,249,90920.0,746251338300.0
2,2,583,1489 Kakamigahara Lane,,Taipei,526,98883.0,29341849811.0
2,2,580,923 Tangail Boulevard,,Tokyo-to,10,33384.0,315528269898.0
2,2,4,1411 Lillydale Drive,,QLD,576,,6172235589.0
1,1,166,1740 Le Mans Loop,,Pays de la Loire,297,22853.0,168476538960.0
1,1,280,1980 Kamjanets-Podilskyi Street,,Illinois,404,89502.0,874337098891.0
1,1,340,507 Smolensk Loop,,Sousse,492,22971.0,80303246192.0
1,1,402,616 Hagonoy Avenue,,Krasnojarsk,39,46043.0,604177838256.0
2,2,429,1269 Botosani Manor,,Guangdong,468,47394.0,736517327853.0
2,2,251,1473 Changhwa Parkway,,Mxico,124,75933.0,266798132374.0
2,2,194,605 Rio Claro Parkway,,Tabora,513,49348.0,352469351088.0
2,2,46,1632 Bislig Avenue,,Nonthaburi,394,61117.0,471675840679.0
1,1,472,1447 Chatsworth Place,,Chihuahua,129,41545.0,769370126331.0
2,2,6,1121 Loja Avenue,,California,449,17886.0,838635286649.0
1,1,272,1762 Paarl Parkway,,Hunan,298,53928.0,192459639410.0
2,2,116,793 Cam Ranh Avenue,,California,292,87057.0,824370924746.0
2,2,2,28 MySQL Boulevard,,QLD,576,,
1,1,121,1967 Sincelejo Place,,Gujarat,176,73644.0,577812616052.0
1,1,581,186 Skikda Lane,,Morelos,131,89422.0,14465669789.0
1,1,395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358,29810.0,175283210378.0
1,1,546,191 José Azueta Parkway,,Ruse,436,13629.0,932156667696.0
1,1,15,1542 Tarlac Parkway,,Kanagawa,440,1027.0,635297277345.0
1,1,422,289 Santo André Manor,,al-Sharqiya,16,72410.0,214976066017.0
1,1,116,793 Cam Ranh Avenue,,California,292,87057.0,824370924746.0
1,1,159,185 Novi Sad Place,,Bern,72,41778.0,904253967161.0
2,2,493,184 Mandaluyong Street,,Baja California Sur,288,94239.0,488425406814.0
1,1,400,1152 Citrus Heights Manor,,al-Qadarif,15,5239.0,765957414528.0
2,2,216,660 Jedda Boulevard,,Washington,65,25053.0,168758068397.0
2,2,193,891 Novi Sad Manor,,Ontario,383,5379.0,247646995453.0
2,2,348,785 Vaduz Street,,Baja California,335,36170.0,895616862749.0
2,2,279,1884 Shikarpur Avenue,,Haryana,263,85548.0,959949395183.0
2,2,317,780 Kimberley Way,,Tabuk,515,17032.0,824396883951.0
2,2,70,1150 Kimchon Manor,,Skne ln,321,96109.0,663449333709.0
2,2,92,1942 Ciparay Parkway,,Cheju,113,82624.0,978987363654.0
1,1,543,43 Vilnius Manor,,Colorado,42,79814.0,484500282381.0
2,2,584,1819 Alessandria Loop,,Campeche,103,53829.0,377633994405.0
2,2,126,1175 Tanauan Way,,Lima,305,64615.0,937222955822.0
2,2,61,943 Tokat Street,,Vaduz,560,45428.0,889318963672.0
2,2,233,356 Olomouc Manor,,Gois,26,93323.0,22326410776.0
1,1,446,1924 Shimonoseki Drive,,Batna,59,52625.0,406784385440.0
1,1,352,1673 Tangail Drive,,Daugavpils,137,26857.0,627924259271.0
1,1,190,435 0 Way,,West Bengali,195,74750.0,760171523969.0
1,1,599,1895 Zhezqazghan Drive,,California,177,36693.0,137809746111.0
2,2,588,966 Asunción Way,,Hidalgo,212,62703.0,995527378381.0
2,2,572,539 Hami Way,,Tokat,538,52196.0,525518075499.0
1,1,200,1074 Binzhou Manor,,Baden-Wrttemberg,325,36490.0,331132568928.0
2,2,9,53 Idfu Parkway,,Nantou,361,42399.0,10655648674.0
2,2,440,722 Bradford Lane,,Shandong,249,90920.0,746251338300.0
2,2,508,496 Celaya Drive,,Nagano,552,90797.0,759586584889.0
1,1,442,1245 Ibirité Way,,La Romana,290,40926.0,331888642162.0
2,2,434,1404 Taguig Drive,,Okayama,547,87212.0,572068624538.0
2,2,594,1464 Kursk Parkway,,Shandong,574,17381.0,338758048786.0
2,2,123,1987 Coacalco de Berriozábal Loop,,al-Qalyubiya,476,96065.0,787654415858.0
2,2,319,1957 Yantai Lane,,São Paulo,490,59255.0,704948322302.0
1,1,305,41 El Alto Parkway,,Maharashtra,398,56883.0,51917807050.0
1,1,601,844 Bucuresti Place,,Liaoning,242,36603.0,935952366111.0
2,2,551,182 Nuku´alofa Drive,,Sumy,275,15414.0,426346224043.0
2,2,462,1485 Bratislava Place,,Illinois,435,83183.0,924663855568.0
2,2,326,470 Boksburg Street,,Central,81,97960.0,908029859266.0
2,2,285,1006 Santa Bárbara d´Oeste Manor,,Ondo & Ekiti,389,36229.0,85059738746.0
1,1,135,1752 São Leopoldo Parkway,,Taka-Karpatia,345,14014.0,252265130067.0
1,1,537,958 Sagamihara Lane,,Mie,287,88408.0,427274926505.0
2,2,20,360 Toulouse Parkway,,England,495,54308.0,949312333307.0
1,1,32,1425 Shikarpur Manor,,Bihar,346,65599.0,678220867005.0
2,2,275,906 Goiânia Way,,Wielkopolskie,255,83565.0,701767622697.0
2,2,525,1949 Sanya Street,,Gumma,224,61244.0,132100972047.0
1,1,10,1795 Santiago de Compostela Way,,Texas,295,18743.0,860452626434.0
2,2,456,814 Simferopol Loop,,Sinaloa,154,48745.0,524567129902.0
1,1,473,1257 Guadalajara Street,,Karnataka,78,33599.0,195337700615.0
1,1,388,368 Huánuco Boulevard,,Namibe,360,17165.0,106439158941.0
1,1,55,1135 Izumisano Parkway,,California,171,48150.0,171822533480.0
1,1,8,1566 Inegöl Manor,,Mandalay,349,53561.0,705814003527.0
2,2,72,57 Arlington Manor,,Madhya Pradesh,475,48960.0,990214419142.0
1,1,162,369 Papeete Way,,North Carolina,187,66639.0,170117068815.0
2,2,303,898 Jining Lane,,Pohjois-Pohjanmaa,387,40070.0,161643343536.0
1,1,82,936 Salzburg Lane,,Uttar Pradesh,425,96709.0,875756771675.0
1,1,421,966 Arecibo Loop,,Sind,134,94018.0,15273765306.0
1,1,191,140 Chiayi Parkway,,Sumy,506,38982.0,855863906434.0
1,1,260,127 Iwakuni Boulevard,,Central Luzon,192,20777.0,987442542471.0
2,2,93,1926 El Alto Avenue,,Buenos Aires,289,75543.0,846225459260.0
2,2,501,1060 Tandil Lane,,Shandong,432,72349.0,211256301880.0
1,1,372,230 Urawa Drive,,Andhra Pradesh,8,2738.0,166898395731.0
1,1,482,808 Naçala-Porto Parkway,,England,500,41060.0,553452430707.0
1,1,139,943 Johannesburg Avenue,,Maharashtra,417,5892.0,90921003005.0
2,2,152,1952 Pune Lane,,Saint-Denis,442,92150.0,354615066969.0
1,1,30,18 Duisburg Boulevard,,,121,58327.0,998009777982.0
1,1,431,1596 Acuña Parkway,,Jharkhand,418,70425.0,157133457169.0
2,2,186,533 al-Ayn Boulevard,,California,126,8862.0,662227486184.0
2,2,468,1844 Usak Avenue,,Nova Scotia,196,84461.0,164414772677.0
2,2,531,1986 Sivas Place,,Friuli-Venezia Giuli,551,95775.0,182059202712.0
1,1,401,168 Cianjur Manor,,Saitama,228,73824.0,679095087143.0
2,2,361,45 Aparecida de Goiânia Place,,Madhya Pradesh,464,7431.0,650496654258.0
1,1,93,1926 El Alto Avenue,,Buenos Aires,289,75543.0,846225459260.0
1,1,113,682 Junan Way,,North West,273,30418.0,622255216127.0
1,1,447,105 Dzerzinsk Manor,,Inner Mongolia,540,48570.0,240776414296.0
1,1,290,1336 Benin City Drive,,Shiga,386,46044.0,341242939532.0
2,2,190,435 0 Way,,West Bengali,195,74750.0,760171523969.0
2,2,241,647 A Coruña (La Coruña) Street,,Chollanam,357,36971.0,792557457753.0
2,2,563,1059 Yuncheng Avenue,,Vilna,570,47498.0,107092893983.0
1,1,12,478 Joliet Way,,Hamilton,200,77948.0,657282285970.0
1,1,572,539 Hami Way,,Tokat,538,52196.0,525518075499.0
2,2,106,659 Vaduz Drive,,Ha Darom,34,49708.0,709935135487.0
2,2,267,816 Cayenne Parkway,,Manab,414,93629.0,282874611748.0
2,2,421,966 Arecibo Loop,,Sind,134,94018.0,15273765306.0
2,2,188,741 Ambattur Manor,,Noord-Brabant,438,43310.0,302590383819.0
1,1,104,1913 Kamakura Place,,Lipetsk,238,97287.0,942570536750.0
2,2,575,1052 Pathankot Avenue,,Sichuan,299,77397.0,128499386727.0
1,1,204,387 Mwene-Ditu Drive,,Ahal,35,8073.0,764477681869.0
2,2,470,1088 Ibirité Place,,Jalisco,595,88502.0,49084281333.0
2,2,395,1337 Mit Ghamr Avenue,,Nakhon Sawan,358,29810.0,175283210378.0
1,1,377,154 Oshawa Manor,,East Java,415,72771.0,440365973660.0
1,1,291,1155 Liaocheng Place,,Oyo & Osun,152,22650.0,558236142492.0
2,2,392,514 Ife Way,,Shaba,315,69973.0,900235712074.0
1,1,558,904 Clarksville Drive,,Zhejiang,193,52234.0,955349440539.0
1,1,330,981 Kumbakonam Place,,Distrito Federal,89,87611.0,829116184079.0
1,1,11,900 Santiago de Compostela Parkway,,Central Serbia,280,93896.0,716571220373.0
2,2,398,954 Lapu-Lapu Way,,Moskova,278,8816.0,737229003916.0
2,2,478,1078 Stara Zagora Drive,,Aceh,301,69221.0,932992626595.0
1,1,274,920 Kumbakonam Loop,,California,446,75090.0,685010736240.0
1,1,118,442 Rae Bareli Place,,Nordrhein-Westfalen,148,24321.0,886636413768.0
1,1,31,217 Botshabelo Place,,Southern Mindanao,138,49521.0,665356572025.0
2,2,64,81 Hodeida Way,,Rajasthan,231,55561.0,250767749542.0
1,1,169,154 Tallahassee Loop,,Xinxiang,199,62250.0,935508855935.0
1,1,467,1621 Tongliao Avenue,,Irkutsk,558,22173.0,209342540247.0
2,2,170,710 San Felipe del Progreso Avenue,,Lilongwe,304,76901.0,843801144113.0
2,2,576,1351 Sousse Lane,,Coahuila de Zaragoza,341,37815.0,203804046132.0
1,1,202,955 Bamenda Way,,Ondo & Ekiti,218,1545.0,768481779568.0
1,1,58,1964 Allappuzha (Alleppey) Street,,Yamaguchi,227,48980.0,920811325222.0
1,1,67,1214 Hanoi Way,,Nebraska,306,67055.0,491001136577.0
1,1,181,146 Johannesburg Way,,Tamaulipas,330,54132.0,953689007081.0
1,1,282,556 Baybay Manor,,Oyo & Osun,374,55802.0,363982224739.0
2,2,224,1842 Luziânia Boulevard,,Zanzibar West,593,94420.0,706878974831.0
2,2,589,1584 Ljubertsy Lane,,England,494,22954.0,285710089439.0
1,1,515,886 Tonghae Place,,Volgograd,259,19450.0,711928348157.0
2,2,547,379 Lublin Parkway,,Toscana,309,74568.0,921960450089.0
1,1,53,725 Isesaki Place,,Mekka,237,74428.0,876295323994.0
1,1,42,269 Cam Ranh Parkway,,Chisinau,115,34689.0,489783829737.0
1,1,100,1308 Arecibo Way,,Georgia,41,30695.0,6171054059.0
1,1,603,1103 Quilmes Boulevard,,Piura,503,52137.0,644021380889.0
2,2,39,391 Callao Drive,,Midi-Pyrnes,544,34021.0,440512153169.0
