id,gid,name,sort_name,type,edits_pending,last_updated,begin_date_year,begin_date_month,begin_date_day,end_date_year,end_date_month,end_date_day,ended,comment
11588,408b5dd2-ac95-499f-8ab7-2bf801617005,Furano,Furano,3,0,2013-06-25 11:56:56.49545+02,,,,,,,f,""
11589,27aad883-084e-4e0b-a6b4-d95f5f8d75e0,Tomisato,Tomisato,3,0,2013-06-25 11:57:33.932452+02,,,,,,,f,""
11594,d97cdc26-9090-4ec3-a27f-d1fd3c139150,Kikugawa,Kikugawa,3,0,2013-06-25 11:59:06.648761+02,,,,,,,f,""
13972,33166841-c2c6-43fd-ab03-b14fbf289a2c,Provaglio d'Iseo,Provaglio d'Iseo,4,0,2013-07-21 19:54:13.314934+02,,,,,,,f,""
11596,23e7ab00-a626-4f2f-8687-1e65c127407b,Isehara City,Isehara City,3,0,2013-06-25 11:59:37.271213+02,,,,,,,f,""
11604,55264cfd-2f1a-4e5c-89b0-7651cd46d205,Miura City,Miura City,3,0,2013-06-25 12:03:45.4884+02,,,,,,,f,""
14530,debe9bbb-5e76-402f-9634-9b96b1675eca,Villadeati,Villadeati,4,0,2013-07-21 21:58:42.234639+02,,,,,,,f,""
15675,86ed50e3-7b07-45cd-bbbf-adb5b394b8ad,Colleferro,Colleferro,4,0,2013-07-22 01:37:49.873346+02,,,,,,,f,""
14577,580d9a68-5dad-4493-9be0-de418fcc00eb,Cave,Cave,4,0,2013-07-21 22:09:07.39857+02,,,,,,,f,""
19530,8b275f3b-3038-4015-b416-3ee72bdedafe,Valle Castellana,Valle Castellana,4,0,2013-07-22 10:46:19.510655+02,,,,,,,f,""
16624,64d50b52-df17-4131-94b6-a6f1c6ef0307,Orosei,Orosei,4,0,2013-07-22 03:56:25.720606+02,,,,,,,f,""
23570,8afafb1b-8c20-4cae-a253-0da71135b714,Sládkovičovo,Sládkovičovo,3,0,2013-08-26 14:35:05.920476+02,,,,,,,f,""
16670,5ec7cc44-1727-4f7d-9902-3a7b2859a35d,Revò,Revò,4,0,2013-07-22 04:05:26.448647+02,,,,,,,f,""
16689,f3469fb1-b612-40b0-a9bd-574d010196e1,Sant'Orsola Terme,Sant'Orsola Terme,4,0,2013-07-22 04:10:09.712077+02,,,,,,,f,""
17165,303dcab9-4615-4f8d-9c2c-4cebc9a71e16,Tinnura,Tinnura,4,0,2013-07-22 05:52:16.254392+02,,,,,,,f,""
17449,74728efa-5c84-459a-9663-217eaa001064,Torricella Verzate,Torricella Verzate,4,0,2013-07-22 06:29:06.13588+02,,,,,,,f,""
17173,a0d93ece-7951-4dfa-9a30-645df117a1a3,Seneghe,Seneghe,4,0,2013-07-22 05:53:18.926204+02,,,,,,,f,""
17551,52103985-188d-446b-a5c0-ed134d008047,Robbio,Robbio,4,0,2013-07-22 06:41:18.502296+02,,,,,,,f,""
19866,9ec7ca39-fbd5-4a65-82b6-d12d8ec2f6dd,Pontremoli,Pontremoli,4,0,2013-07-22 11:48:25.265553+02,,,,,,,f,""
17563,757cb6df-ba26-4348-93f0-a527b811c191,Valdisotto,Valdisotto,4,0,2013-07-22 06:43:06.250675+02,,,,,,,f,""
17564,eb0d666d-3ab8-4ec0-85c2-95c93ab9d2b6,Valdidentro,Valdidentro,4,0,2013-07-22 06:43:14.730334+02,,,,,,,f,""
17640,19539c76-6df9-4c92-97cd-d3795d9559a4,Zinasco,Zinasco,4,0,2013-07-22 06:52:31.458552+02,,,,,,,f,""
19868,29129a5b-7e91-4160-bb6b-bc754f98cc40,Montalbano Jonico,Montalbano Jonico,4,0,2013-07-22 11:48:38.362606+02,,,,,,,f,""
17668,bdf646dc-9ab4-44d9-b2ff-0452ca74465c,Barbianello,Barbianello,4,0,2013-07-22 06:55:43.761035+02,,,,,,,f,""
17710,34a1ce3a-863c-4476-9823-2ed24c64a8eb,Borca di Cadore,Borca di Cadore,4,0,2013-07-22 07:01:27.110912+02,,,,,,,f,""
22789,abfd4af4-5f66-4c58-a109-15b82fd3eb87,Condrò,Condrò,4,0,2013-08-14 17:47:10.720022+02,,,,,,,f,""
18451,f1a91eb5-fe42-414c-8723-72893fa43d21,Inzago,Inzago,4,0,2013-07-22 08:30:59.754326+02,,,,,,,f,""
19874,d49b3205-4903-469b-9506-87c21d5ed277,Colobraro,Colobraro,4,0,2013-07-22 11:49:14.533438+02,,,,,,,f,""
18464,8f075fbe-993b-441b-81b8-e9d803ac528b,Cazzano di Tramigna,Cazzano di Tramigna,4,0,2013-07-22 08:35:32.054814+02,,,,,,,f,""
18599,ad7a2dfd-7e0c-450a-b8d5-40867e8e75aa,Tezze sul Brenta,Tezze sul Brenta,4,0,2013-07-22 08:50:55.334274+02,,,,,,,f,""
18600,b11ad147-a321-42c3-9de3-17aba8241871,Creazzo,Creazzo,4,0,2013-07-22 08:50:59.473072+02,,,,,,,f,""
19920,34b092e6-b4f3-4f01-8bef-1dfc92dac1b7,Lavello,Lavello,4,0,2013-07-22 11:55:20.119195+02,,,,,,,f,""
18625,896a8ebf-b181-4fea-805b-927c27757ddb,Vidor,Vidor,4,0,2013-07-22 08:54:14.061427+02,,,,,,,f,""
18637,17ee0477-c5f2-48a8-b936-f8c39a49de52,Villaverla,Villaverla,4,0,2013-07-22 08:55:48.600773+02,,,,,,,f,""
24716,408211d6-0ea2-4ea3-8243-d2657179d92e,East Moline,East Moline,3,0,2013-09-07 08:17:17.854067+02,,,,,,,f,""
19372,738bfc99-3c1f-4365-906b-4a21c1846577,"Archi, Abruzzo","Archi, Abruzzo",4,0,2013-07-22 10:27:03.653581+02,,,,,,,f,""
19924,04beeafb-5b02-4c76-a39b-ff61b6a10457,Episcopia,Episcopia,4,0,2013-07-22 11:55:48.872167+02,,,,,,,f,""
19460,59019f67-8595-4420-9e64-52dfaaf4c06f,Spoltore,Spoltore,4,0,2013-07-22 10:37:52.190385+02,,,,,,,f,""
19468,317e3ba3-fd11-4372-b15a-9ff0998610cf,Scafa,Scafa,4,0,2013-07-22 10:38:44.721241+02,,,,,,,f,""
23183,d0bfb396-108e-4c75-ab01-ad262c6faf82,Ham Lake,Ham Lake,3,0,2013-08-22 05:51:57.070446+02,,,,,,,f,""
20069,6feae64f-37b5-4db5-8120-22ab58dccfe0,Roveredo in Piano,Roveredo in Piano,4,0,2013-07-22 12:15:27.939618+02,,,,,,,f,""
20575,14c91101-5f65-4cd9-b0d6-f2d4e58e1be3,Monterosso Calabro,Monterosso Calabro,4,0,2013-07-23 05:42:00.403739+02,,,,,,,f,""
11915,e7ea0cfc-81a4-4443-88e4-f36012634dbb,Hirano-ku,Hirano-ku,5,0,2013-08-28 15:41:40.222278+02,,,,,,,f,""
20623,744dc285-418c-4e86-a9f4-5ac5fc977acc,Sorianello,Sorianello,4,0,2013-07-23 08:29:06.825256+02,,,,,,,f,""
23270,e1e3dc37-47b1-4b31-b936-3bc5590c595a,Barre,Barre,3,0,2013-08-24 14:34:05.841272+02,,,,,,,f,""
20723,d71e6314-0b9e-468c-9a56-61bbffd6d4bc,Trevico,Trevico,4,0,2013-07-23 11:29:12.835392+02,,,,,,,f,""
20823,e995ad26-3dd1-40ee-80c0-5f5ae29340bf,Villa Bartolomea,Villa Bartolomea,4,0,2013-07-23 14:29:16.475293+02,,,,,,,f,""
20831,841dc4f2-7787-4151-9acc-f873cd0eb54c,Valguarnera Caropepe,Valguarnera Caropepe,4,0,2013-07-23 14:31:50.172346+02,,,,,,,f,""
23722,f1271fec-4307-4a9c-b89d-aa2a7bede5ce,Bayreuth,Bayreuth,3,0,2013-08-31 17:29:45.191387+02,,,,,,,f,""
23274,d4dcecd3-3b1d-4122-ab4f-277e72a6e6e2,"Forest Hills, Tennessee","Forest Hills, Tennessee",3,0,2013-08-24 14:35:46.938153+02,,,,,,,f,""
23365,e47ada90-7e1c-4462-8b4e-a8a791025fe9,Kamas,Kamas,3,0,2013-08-24 17:34:47.507857+02,,,,,,,f,""
25246,8bcfa8e7-9613-409c-98b3-9a676c7eea7b,Gravity,Gravity,3,0,2013-09-07 10:51:15.589586+02,,,,,,,f,""
23416,8048729a-92ed-4490-bd09-3b833bd86d58,La Crosse,La Crosse,3,0,2013-08-24 20:41:18.705345+02,,,,,,,f,""
23734,dbdd7aff-9bf5-4084-98c3-722f27d7bb4d,Bielefeld,Bielefeld,3,0,2013-08-31 20:24:29.11858+02,,,,,,,f,""
23492,d125bbd0-4062-4a97-b48c-96e1bab6543a,Tvrdošín,Tvrdošín,3,0,2013-08-26 02:36:48.058086+02,,,,,,,f,""
24834,913866be-577d-4891-84ab-9beda3f18043,Sheffield,Sheffield,3,0,2013-09-07 08:47:17.069685+02,,,,,,,f,""
23770,fa6e55b8-bb6e-4234-8b79-8b2fa5148071,Unterschleißheim,Unterschleißheim,3,0,2013-08-31 23:31:06.193956+02,,,,,,,f,""
23781,6489196f-fcbb-4d51-a42c-4dc760302c2d,Targovishte,Targovishte,3,0,2013-09-01 14:21:50.344368+02,,,,,,,f,""
25793,e53f99cf-fc28-408a-b01a-3c1a58a006d0,"Brewster, Kansas","Brewster, Kansas",3,0,2013-09-07 14:40:10.810202+02,,,,,,,f,""
24835,efbc62a9-8159-4d82-aa08-3d900c74418c,Burt,Burt,3,0,2013-09-07 08:47:31.678907+02,,,,,,,f,""
24838,dd1d14e9-8c17-45cc-8ac4-5361b684daac,Wilton,Wilton,3,0,2013-09-07 08:48:15.104914+02,,,,,,,f,""
26234,f3e72262-d983-45c2-89f5-0c19a992d6a6,Berea,Berea,3,0,2013-09-07 20:52:16.594526+02,,,,,,,f,""
26231,2f69272f-ba1c-4891-a167-b9dc4197cd7c,South Carrollton,South Carrollton,3,0,2013-09-07 20:51:33.772577+02,,,,,,,f,""
26551,a18ffc5f-4d70-460b-819c-8e2c7c92d3c7,"Milo, Iowa","Milo, Iowa",3,0,2013-09-08 01:05:58.300044+02,,,,,,,f,""
26908,00ce1ac1-0ffc-42c7-a5ee-795deeb61b9f,Parnell,Parnell,3,0,2013-09-08 03:57:47.008592+02,,,,,,,f,""
26969,4a00d0ce-579f-4773-83e9-814e4d71c755,Platte City,Platte City,3,0,2013-09-08 04:14:07.070937+02,,,,,,,f,""
27314,c9ee6daa-ec29-4f3e-8a0d-e21a7a24e6d4,"Wolford, North Dakota","Wolford, North Dakota",3,0,2013-09-08 07:25:38.809723+02,,,,,,,f,""
27642,315e285c-dfb7-4f45-914d-31b612574f75,"Beachwood, Ohio","Beachwood, Ohio",3,0,2013-09-08 09:07:33.225876+02,,,,,,,f,""
27645,b77105b0-6d55-4b7c-862d-ca410e8bb08b,Boise City,Boise City,3,0,2013-09-08 09:08:19.060293+02,,,,,,,f,""
28004,2f01beea-d788-4bf9-a72f-1982ad37935a,Flatwoods,Flatwoods,3,0,2013-09-08 11:58:51.600074+02,,,,,,,f,""
27646,098e8c87-f1e5-4292-b901-85a326ec480d,"Belpre, Ohio","Belpre, Ohio",3,0,2013-09-08 09:08:35.56623+02,,,,,,,f,""
11590,c6851b04-8412-460f-bfc3-22c9cbaa8aca,Chōshi,Chōshi,3,0,2013-06-25 11:57:52.984218+02,,,,,,,f,""
11591,deae4819-5975-44f0-92e1-e89fadc9e65a,Izu,Izu,3,0,2013-06-25 11:58:12.167713+02,,,,,,,f,""
11592,1a15a240-0d03-4776-962f-b2d9b2942a29,Yaizu,Yaizu,3,0,2013-06-25 11:58:24.158466+02,,,,,,,f,""
13973,801e8a89-6ffc-407e-8e0e-c00f69c7d65b,Seniga,Seniga,4,0,2013-07-21 19:54:25.578855+02,,,,,,,f,""
13985,cb7a3212-1d55-4239-bbb1-325500cede51,Pozzolengo,Pozzolengo,4,0,2013-07-21 19:57:21.058582+02,,,,,,,f,""
15681,cce3ecaf-51a7-45e1-9554-59a0a775cee0,Montelibretti,Montelibretti,4,0,2013-07-22 01:39:02.776381+02,,,,,,,f,""
14531,8f930a87-2c33-4b8c-8071-d52819c62bdb,Viguzzolo,Viguzzolo,4,0,2013-07-21 21:58:54.662949+02,,,,,,,f,""
15058,6ccaf2fc-e055-41fa-aad0-c0ac464ad99b,Pagno,Pagno,4,0,2013-07-21 23:42:35.522443+02,,,,,,,f,""
15708,d119e93d-5eef-4877-92bf-270e07c230c9,Palombara Sabina,Palombara Sabina,4,0,2013-07-22 01:45:28.175072+02,,,,,,,f,""
23381,ffced61a-60ae-4cf5-852f-60b9263d04e0,"Blunt, South Dakota","Blunt, South Dakota",3,0,2013-08-24 17:45:05.010899+02,,,,,,,f,""
17447,0edf0c81-f29f-4cad-ab18-6c4728e6f4da,Dazio,Dazio,4,0,2013-07-22 06:28:51.093781+02,,,,,,,f,""
15113,9e816f02-8590-4b33-a2d6-e039d8abc944,Roccaforte Mondovì,Roccaforte Mondovì,4,0,2013-07-21 23:49:20.29212+02,,,,,,,f,""
15725,a910b626-6a01-428a-ac94-9543ca7f0e1a,Nerola,Nerola,4,0,2013-07-22 01:49:06.278552+02,,,,,,,f,""
15745,08439400-26bf-42e1-8244-3467da8654e9,Avio,Avio,4,0,2013-07-22 01:53:28.698871+02,,,,,,,f,""
15777,1f70d9f3-b1cd-4f23-a6e3-88d9736f9941,Bleggio Superiore,Bleggio Superiore,4,0,2013-07-22 02:00:06.500183+02,,,,,,,f,""
18452,420ed6df-7936-49a6-95f4-65e0157916b3,Sordio,Sordio,4,0,2013-07-22 08:31:09.102778+02,,,,,,,f,""
15778,5dde9b89-8c14-455d-aaaa-7167931a83db,Canzo,Canzo,4,0,2013-07-22 02:00:22.106507+02,,,,,,,f,""
15861,309ee3b0-1e97-48c1-a60e-98eaef399410,Caresanablot,Caresanablot,4,0,2013-07-22 02:19:26.004391+02,,,,,,,f,""
19870,2f9c014c-0add-4e8d-8578-51f4703bb20e,Podenzana,Podenzana,4,0,2013-07-22 11:48:50.36135+02,,,,,,,f,""
16644,db7c7f91-2188-4b6d-90cd-e39c799e9d2f,"Tiana, Sardinia","Tiana, Sardinia",4,0,2013-07-22 03:59:19.766877+02,,,,,,,f,""
16749,88553c95-218c-470b-a9fe-01b341c1e863,Sanremo,Sanremo,4,0,2013-07-22 04:26:59.915117+02,,,,,,,f,""
17166,8b8ddb5b-3fde-484f-8b36-0da9300279a9,San Nicolò d'Arcidano,San Nicolò d'Arcidano,4,0,2013-07-22 05:52:23.364108+02,,,,,,,f,""
18505,f8cf6a82-2d1e-483f-94fc-f7ceabe3be94,Raffadali,Raffadali,4,0,2013-07-22 08:39:38.087422+02,,,,,,,f,""
17168,c3c94f22-e50a-4ceb-ada9-0dac195fea18,Catanzaro,Catanzaro,4,0,2013-07-22 05:52:37.63375+02,,,,,,,f,""
20867,694d624d-e466-4aac-bb14-4c130e787730,Lusiana,Lusiana,4,0,2013-07-23 14:40:01.962943+02,,,,,,,f,""
19379,a9d63fb2-ffa5-4871-902e-2b6bd7270d05,Casacanditella,Casacanditella,4,0,2013-07-22 10:27:48.70859+02,,,,,,,f,""
19879,63378953-13ce-4442-8475-957ffa77aa5b,Craco,Craco,4,0,2013-07-22 11:49:57.445792+02,,,,,,,f,""
19408,7352a55a-68c7-4447-a198-90dbbc747e86,Lettopalena,Lettopalena,4,0,2013-07-22 10:31:18.19402+02,,,,,,,f,""
20005,a9d770c0-ed4f-4e4c-819f-8008cd5d34a1,Pietrapertosa,Pietrapertosa,4,0,2013-07-22 12:06:22.137415+02,,,,,,,f,""
20577,e1397258-f956-4b8c-9c96-8053a9574c79,Taurianova,Taurianova,4,0,2013-07-23 05:42:24.229067+02,,,,,,,f,""
20872,09c412c8-85a3-48a4-9737-bd0b0f270aae,Arienzo,Arienzo,4,0,2013-07-23 14:41:32.026764+02,,,,,,,f,""
20584,9dc43a46-af5a-46e3-a25c-840a7204bb3c,"Serrata, Italy","Serrata, Italy",4,0,2013-07-23 05:43:48.510907+02,,,,,,,f,""
23417,c99892da-1e20-4f6b-946e-6767748e2194,Chippewa Falls,Chippewa Falls,3,0,2013-08-24 20:41:43.34177+02,,,,,,,f,""
20624,8c8c7953-fd67-49e1-9699-f496d15b79f7,Ariano Irpino,Ariano Irpino,4,0,2013-07-23 08:29:28.484476+02,,,,,,,f,""
20724,043f9daf-229b-4b42-b7a8-87392d02d9ca,San Potito Ultra,San Potito Ultra,4,0,2013-07-23 11:29:34.688035+02,,,,,,,f,""
23723,84b5640d-60b3-4710-b315-c349aa754302,Bamberg,Bamberg,3,0,2013-08-31 17:30:04.549122+02,,,,,,,f,""
20738,af605a0e-61cd-4106-abb6-a8d15ae111c7,Bonea,Bonea,4,0,2013-07-23 11:32:59.757849+02,,,,,,,f,""
20774,bfe43267-3897-4bad-a61e-9779feb31d3b,Pesco Sannita,Pesco Sannita,4,0,2013-07-23 11:41:34.284066+02,,,,,,,f,""
23493,74c98dea-2d6f-4bec-9b2f-3bcb3728ac37,Stará Turá,Stará Turá,3,0,2013-08-26 02:37:00.518247+02,,,,,,,f,""
20813,95f434ec-d5ff-4fb0-8bcf-5e36dc433b6f,Castel di Lama,Castel di Lama,4,0,2013-07-23 11:50:34.354777+02,,,,,,,f,""
22790,63621bf2-81f3-4a09-80d0-0e9c07b4803a,Mistretta,Mistretta,4,0,2013-08-14 17:47:23.753123+02,,,,,,,f,""
20824,446a3153-b6de-40c4-b1df-aefde2261576,Gagliano Castelferrato,Gagliano Castelferrato,4,0,2013-07-23 14:29:52.397171+02,,,,,,,f,""
20837,f4ff2e91-a3fe-4880-8fbd-b2b216dacfb8,Offida,Offida,4,0,2013-07-23 14:33:08.205111+02,,,,,,,f,""
20840,06e31da3-54b2-4e11-85f8-8028d84eed8b,Piazza Armerina,Piazza Armerina,4,0,2013-07-23 14:33:43.760338+02,,,,,,,f,""
22810,5e141a8e-8aa7-4eca-a75f-62c139eb17c9,Savoca,Savoca,4,0,2013-08-14 17:52:45.995666+02,,,,,,,f,""
23184,4d81dd62-104f-455e-a30a-0bf4bfff27e9,Richfield,Richfield,3,0,2013-08-22 05:52:16.302394+02,,,,,,,f,""
23501,60505055-cc0b-4334-a32e-bd95bee53d58,Holíč,Holíč,3,0,2013-08-26 02:40:18.505742+02,,,,,,,f,""
23271,e08d603b-d864-4751-8bf6-24c1d49b82ca,South Burlington,South Burlington,3,0,2013-08-24 14:34:25.271904+02,,,,,,,f,""
23291,480b1795-ab08-426d-8d2a-a9ee00f0ed0b,"American Fork, Utah","American Fork, Utah",3,0,2013-08-24 14:42:08.934718+02,,,,,,,f,""
24717,db44add9-bd3c-4145-9c0e-833fc3dce6f1,Fort Atkinson,Fort Atkinson,3,0,2013-09-07 08:17:19.02572+02,,,,,,,f,""
23366,0ae46271-69d0-4661-b473-cf672991d2d7,Clinton,Clinton,3,0,2013-08-24 17:35:04.900974+02,,,,,,,f,""
23735,155cec4e-8d3f-4561-83f5-7e6e49a15206,Zoetermeer,Zoetermeer,3,0,2013-08-31 20:27:56.162589+02,,,,,,,f,""
23573,d3c0d47a-4f14-4028-8be2-cd382325a383,Spišská Stará Ves,Spišská Stará Ves,3,0,2013-08-26 14:37:01.935446+02,,,,,,,f,""
11898,38be23d9-799e-4949-95ff-78f3ed3a04c8,Ikuno-ku,Ikuno-ku,5,0,2013-08-28 15:41:41.50558+02,,,,,,,f,""
25289,edba1480-8bbe-4b99-9144-a7e6f4f20c65,Callender,Callender,3,0,2013-09-07 11:02:53.219231+02,,,,,,,f,""
23771,0fd73da2-618e-4e22-808f-8f6e56faa09f,Gerlingen,Gerlingen,3,0,2013-08-31 23:31:51.193792+02,,,,,,,f,""
24747,d384eef2-49e2-49cb-8697-57cdfe658caa,"Hazleton, Iowa","Hazleton, Iowa",3,0,2013-09-07 08:24:27.201062+02,,,,,,,f,""
23782,8068f02e-4f6e-4919-905f-aecbd45e77eb,Pernik,Pernik,3,0,2013-09-01 14:22:03.654202+02,,,,,,,f,""
24824,092f6f86-47c4-4fd3-b8b7-4a692a599d79,Elk Horn,Elk Horn,3,0,2013-09-07 08:44:52.590124+02,,,,,,,f,""
25247,322c161d-1320-4eff-bb81-4876c5ecccfd,Earlville,Earlville,3,0,2013-09-07 10:51:31.600509+02,,,,,,,f,""
26233,f9fff543-8b17-4fe2-8e70-934b777089bb,Creekside,Creekside,3,0,2013-09-07 20:52:02.053926+02,,,,,,,f,""
25794,fbf0cb85-eeef-4f65-bdbf-21f4f0832cd3,"Houston Acres, Kentucky","Houston Acres, Kentucky",3,0,2013-09-07 14:40:25.865453+02,,,,,,,f,""
26248,e772a421-b58e-45eb-aa68-b2a267a817b5,Wurtland,Wurtland,3,0,2013-09-07 20:55:53.530149+02,,,,,,,f,""
26261,2ab4e264-2964-47c7-baa3-82e68da83530,Hustonville,Hustonville,3,0,2013-09-07 20:59:14.839318+02,,,,,,,f,""
26552,32ab15b1-8e26-4efc-a3b4-8fac458406ec,"Keosauqua, Iowa","Keosauqua, Iowa",3,0,2013-09-08 01:06:16.300201+02,,,,,,,f,""
26911,17aab764-4faf-470f-ae1e-a247949a8c53,Hartington,Hartington,3,0,2013-09-08 03:58:35.250788+02,,,,,,,f,""
27315,f9143de8-d9e2-474a-b7d2-4982148d1608,"New England, North Dakota","New England, North Dakota",3,0,2013-09-08 07:25:52.255339+02,,,,,,,f,""
27316,cc5da6a7-7f17-4574-b64c-08a84c9cc9d2,"Berthold, North Dakota","Berthold, North Dakota",3,0,2013-09-08 07:26:10.965111+02,,,,,,,f,""
27317,3b315ec3-d596-4cc4-9537-e952308f155d,"McHenry, North Dakota","McHenry, North Dakota",3,0,2013-09-08 07:26:24.329066+02,,,,,,,f,""
11593,73376e61-5233-4e0e-9e3b-0b17c4e96c09,Itō,Itō,3,0,2013-06-25 11:58:48.565061+02,,,,,,,f,""
13976,6561ed3c-5258-438b-a9db-cd5055b6d774,Ponte di Legno,Ponte di Legno,4,0,2013-07-21 19:55:00.925777+02,,,,,,,f,""
14532,f936266f-80eb-406c-8015-64e9a2f75540,Tortona,Tortona,4,0,2013-07-21 21:59:07.444076+02,,,,,,,f,""
15682,8452cca6-a71e-40bf-b429-8648e39f8637,Genzano di Roma,Genzano di Roma,4,0,2013-07-22 01:39:14.728065+02,,,,,,,f,""
15051,d89ff105-a804-41b4-bc1d-ec8e7dff4777,Perletto,Perletto,4,0,2013-07-21 23:41:45.335644+02,,,,,,,f,""
15249,3b405b83-b7cb-4ea0-903e-b94c81c5ae8e,Verduno,Verduno,4,0,2013-07-22 00:05:40.125322+02,,,,,,,f,""
15254,bca1bc84-c8ea-4ad3-8238-7264f7c85dd4,Passignano sul Trasimeno,Passignano sul Trasimeno,4,0,2013-07-22 00:06:16.61429+02,,,,,,,f,""
15722,d5e9289e-29fe-45f0-8f7f-ae71d5785c33,Montorio Romano,Montorio Romano,4,0,2013-07-22 01:48:29.734532+02,,,,,,,f,""
17455,870d5a0a-362b-46fb-9da1-a3f1a53c466f,Corvino San Quirico,Corvino San Quirico,4,0,2013-07-22 06:29:55.175099+02,,,,,,,f,""
15772,aa9b0e67-9614-47b9-99f6-3f0ca2f1877d,Bedollo,Bedollo,4,0,2013-07-22 01:58:55.89119+02,,,,,,,f,""
15850,721adbfd-f2e5-4d06-b6ac-02d47ba4581c,Costanzana,Costanzana,4,0,2013-07-22 02:16:26.412263+02,,,,,,,f,""
23367,dbdabe07-648e-40b1-9156-529f7c431dc3,Mendon,Mendon,3,0,2013-08-24 17:35:21.781906+02,,,,,,,f,""
16626,7ed28c59-8a37-4523-bddc-254b4d5889b7,Torpè,Torpè,4,0,2013-07-22 03:56:43.508698+02,,,,,,,f,""
17457,edb4ca36-c65b-4b80-8b6a-99fd4733876e,Borgo Priolo,Borgo Priolo,4,0,2013-07-22 06:30:08.976378+02,,,,,,,f,""
16690,03c3aea7-e382-47e3-964a-1cfe15f2f5f0,Pozza di Fassa,Pozza di Fassa,4,0,2013-07-22 04:10:24.211632+02,,,,,,,f,""
17177,91bbcdaf-2c79-4865-b0f5-9588caa67a60,Paulilatino,Paulilatino,4,0,2013-07-22 05:53:47.937518+02,,,,,,,f,""
19871,74476fac-f2cd-4a83-b182-883dc40f3ba6,Argelato,Argelato,4,0,2013-07-22 11:48:55.479076+02,,,,,,,f,""
17487,b342e30e-78ea-409f-aa5d-0afa4f108807,Gropello Cairoli,Gropello Cairoli,4,0,2013-07-22 06:33:34.518391+02,,,,,,,f,""
17542,3850874b-ada3-46c4-b424-0b9353231a39,Rivamonte Agordino,Rivamonte Agordino,4,0,2013-07-22 06:40:02.170146+02,,,,,,,f,""
17621,f2edde67-da05-4034-8b00-37269dba173e,Lorenzago di Cadore,Lorenzago di Cadore,4,0,2013-07-22 06:50:16.292182+02,,,,,,,f,""
19973,3262b00c-9507-45ab-9faa-8916cf7c9fa6,Muro Lucano,Muro Lucano,4,0,2013-07-22 12:02:16.677928+02,,,,,,,f,""
23783,7d993500-0f45-46fc-84f4-84d26b7f52d8,Vratsa,Vratsa,3,0,2013-09-01 14:22:27.408504+02,,,,,,,f,""
17670,dcf2afe6-db6b-4c27-9f4f-d73eb7415ca7,Brusimpiano,Brusimpiano,4,0,2013-07-22 06:56:12.295447+02,,,,,,,f,""
23418,4ef500d8-d622-45b1-8c1f-582790060d63,Waukesha,Waukesha,3,0,2013-08-24 20:42:16.310311+02,,,,,,,f,""
20579,cb7d8851-3ea8-4410-8925-bc44b708bfac,Ricadi,Ricadi,4,0,2013-07-23 05:42:48.192521+02,,,,,,,f,""
18453,6b9c6454-2a55-4040-8178-afce137ccec5,Sergnano,Sergnano,4,0,2013-07-22 08:31:16.251086+02,,,,,,,f,""
18517,94c2b536-ce6a-4628-bd2a-b020889b8bab,Sciacca,Sciacca,4,0,2013-07-22 08:41:00.443859+02,,,,,,,f,""
19383,e52e5f07-628e-4e8c-97f1-93c4122e9a67,Casalbordino,Casalbordino,4,0,2013-07-22 10:28:16.759908+02,,,,,,,f,""
20625,f7c05334-0e8c-4232-afc6-324e13631f66,Vallelonga,Vallelonga,4,0,2013-07-23 08:29:48.713219+02,,,,,,,f,""
23495,7a7628b0-9ff8-4647-b344-19e705e89b8b,Bánovce nad Bebravou,Bánovce nad Bebravou,3,0,2013-08-26 02:37:44.779938+02,,,,,,,f,""
20659,044ea217-f10b-4c27-82e7-f1944843524f,Montemiletto,Montemiletto,4,0,2013-07-23 08:38:37.594104+02,,,,,,,f,""
20692,181a3b1f-20ff-474d-9a9d-eab8bf0fd89a,San Michele di Serino,San Michele di Serino,4,0,2013-07-23 08:45:35.595058+02,,,,,,,f,""
25342,fd614bb6-4340-4c8c-af91-49abc2ad9ce6,Bondurant,Bondurant,3,0,2013-09-07 11:26:15.760325+02,,,,,,,f,""
20725,462119f1-09d2-4214-a1ae-7aa291e0a290,San Martino Valle Caudina,San Martino Valle Caudina,4,0,2013-07-23 11:29:48.396138+02,,,,,,,f,""
23499,ecb8b759-bc5c-4e24-8372-ed5f640cc8fb,Stará Ľubovňa,Stará Ľubovňa,3,0,2013-08-26 02:39:34.458393+02,,,,,,,f,""
20825,0c9dbde2-8dd7-40bc-bdba-b255337487c4,Catenanuova,Catenanuova,4,0,2013-07-23 14:30:15.971821+02,,,,,,,f,""
20856,f436b846-fb82-4672-9835-747aefd9c650,Massignano,Massignano,4,0,2013-07-23 14:37:43.608259+02,,,,,,,f,""
24720,9866923c-224d-45d7-b841-0f1c50504efa,Trenton,Trenton,3,0,2013-09-07 08:17:46.476165+02,,,,,,,f,""
20862,08cc1bcf-8c3d-431b-8538-645be4847bdd,Comunanza,Comunanza,4,0,2013-07-23 14:38:57.430299+02,,,,,,,f,""
23577,01977467-8fa0-49a6-b02e-07d0c112f4cd,Stropkov,Stropkov,3,0,2013-08-26 14:39:05.766554+02,,,,,,,f,""
22791,253ac497-6dc9-43fd-aaab-e5a2ab35fed6,Rodì Milici,Rodì Milici,4,0,2013-08-14 17:47:37.350208+02,,,,,,,f,""
